date,ret,nav,gross_exposure,turnover,cost,n_positions
2026-05-30,-0.00423,0.99577,0.94,0.94,0.00423,6
2026-05-31,0.00019116,0.99596035,0.94,0.0,0.0,6
2026-06-01,-0.0006901,0.99527303,1.05,0.1557,0.00070071,7
2026-06-02,0.00027007,0.99554182,1.05,0.0,0.0,7
2026-06-03,-0.00063237,0.99491227,1.05,0.0,0.0,7
2026-06-04,0.00103979,0.99594677,1.05,0.0,0.0,7
