Stop Loss,Take Profit,Final Account Balance,Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Exposure Time (%),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor
0.15000000000000002,0.30000000000000004,22561.079999999565,351.22159999999127,21.9812757493586,63.7134778510839,3.501202739284289,5.722354456992751,8.19890471860287,116.28722255763381,-3.020293995119887,-0.4197642859579677,41.9375,5.679203539823008,5.675191963512499,983,745,238,75.7884028484232,5.543476011093979
0.15000000000000002,0.3500000000000001,24286.07999999952,385.7215999999904,23.17217955359334,63.7134778510839,3.7684039705478747,5.577324713990302,9.101704986782932,130.56011122758508,-2.954360228198811,-0.42903362013490665,54.083333333333336,4.81838768115942,5.675191963512499,983,705,278,71.71922685656155,5.271821951305839
0.15000000000000002,0.40000000000000013,26326.0800000004,426.52160000000794,24.489237128596276,63.7134778510839,3.9746102049842227,5.557923393410919,9.887711344274464,148.70370925714803,-2.86826469985654,-0.3795180433842779,48.041666666666664,4.4604564755838645,5.675191963512499,983,678,305,68.97253306205494,5.305515626261842
0.2,0.1,9381.079999999838,87.62159999999676,8.651892921063986,63.7134778510839,2.6180955487325757,3.1973274324695455,2.4214080296861216,13.429036600145619,-6.524786744497117,-3.0239338988364106,495.1458333333333,47.27187500000001,5.675191963512499,983,842,141,85.65615462868769,2.462876146972683
0.2,0.15000000000000002,12716.080000000147,154.32160000000295,13.098574605186087,63.7134778510839,2.9575368129791704,4.217961722547558,3.5806311265671784,27.032230941703386,-5.708800000000246,-1.5962045141520251,224.97916666666666,14.883012820512821,5.675191963512499,983,817,166,83.11291963377417,3.1884373652803273
0.2,0.20000000000000004,16201.080000000142,224.02160000000282,16.769234889445062,63.7134778510839,3.298788821545341,4.754120039465219,4.1429728779841755,48.04820468847961,-4.66243435009583,-1.0415726645497092,131.9375,13.010599415204677,5.675191963512499,983,802,181,81.58697863682605,3.913579090842888
0.2,0.25000000000000006,19401.07999999985,288.02159999999697,19.578011673116393,63.7134778510839,3.587228690095897,5.038000668064192,5.638383955060553,77.94557982542436,-3.6951627102535176,-0.8189082989270705,110.875,6.739351851851852,5.675191963512499,983,784,199,79.7558494404883,4.407120347500174
0.2,0.30000000000000004,21571.079999999532,331.42159999999063,21.261608719659165,63.7134778510839,3.926704762446762,4.962183778585055,5.926276838561739,81.01354474274662,-4.090940608171127,-0.6457103731506766,62.958333333333336,6.612055016181229,5.675191963512499,983,749,234,76.19532044760936,4.334113992305973
0.2,0.3500000000000001,23281.079999999525,365.6215999999905,22.487643482274834,63.7134778510839,4.184292464098474,4.899917050740963,6.454614175560623,91.35306997815191,-4.002291330629972,-0.6155873088761129,63.958333333333336,6.161979166666667,5.675191963512499,983,712,271,72.43133265513734,4.175982098803932
0.2,0.40000000000000013,25281.080000000347,405.62160000000694,23.826092812381795,63.7134778510839,4.3670454797276115,4.945831011117451,7.016411366794633,104.49836018531235,-3.8816073216909546,-0.5187541509312966,63.958333333333336,5.963815789473684,5.675191963512499,983,686,297,69.78636826042727,4.214993627423016
