Rolling Window,Stop Loss Points,Take Profit Points,Exposure Time (%),Final Account Balance ($),Equity Peak ($),Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Sharpe Ratio Float
15,3,27,2.15,"14,815.12","15,246.80",196.30,31.50,43.82,1.63,1012,175,837,17.29,1.72,0.41,25.07,5.98,-5.27,-5.27,0.96,0.31,0.41
15,3,26,2.17,"14,390.20","14,868.12",187.80,30.53,43.82,1.61,1020,179,841,17.55,1.69,0.41,23.66,5.74,-5.32,-5.32,0.96,0.31,0.41
30,5,17,2.07,"13,128.48","13,624.08",162.57,27.55,43.59,1.47,973,306,667,31.45,1.46,0.40,10.88,5.58,-4.94,-4.94,0.96,0.33,0.4
25,7,19,1.86,"14,276.24","15,040.24",185.52,30.27,43.28,1.68,874,315,559,36.04,1.46,0.40,9.68,4.59,-6.59,-6.59,0.96,0.34,0.4
25,8,17,1.89,"14,253.88","14,627.88",185.08,30.22,43.28,1.65,888,367,521,41.33,1.43,0.40,8.15,4.77,-6.34,-6.34,0.96,0.34,0.4
15,7,19,2.00,"14,578.16","15,052.24",191.56,30.96,43.82,1.72,941,336,605,35.71,1.44,0.40,9.31,5.05,-6.13,-6.13,0.96,0.33,0.4
10,4,19,2.54,"13,836.92","14,253.52",176.74,29.23,43.91,1.54,1192,297,895,24.92,1.46,0.40,12.81,4.77,-6.13,-6.13,0.96,0.28,0.4
20,3,27,2.06,"14,313.44","14,728.88",186.27,30.36,43.21,1.62,969,167,802,17.23,1.72,0.40,24.88,6.55,-4.64,-4.64,0.96,0.32,0.4
20,3,28,2.05,"14,625.88","15,011.32",192.52,31.07,43.21,1.66,963,163,800,16.93,1.74,0.40,26.06,6.95,-4.47,-4.47,0.96,0.32,0.4
25,3,25,2.05,"13,720.88","14,157.68",174.42,28.98,43.28,1.56,963,174,789,18.07,1.68,0.40,23.01,5.99,-4.83,-4.83,0.96,0.32,0.4
25,3,27,2.00,"14,001.92","14,417.36",180.04,29.64,43.28,1.61,942,162,780,17.20,1.71,0.40,24.75,6.26,-4.74,-4.74,0.96,0.33,0.4
25,3,28,1.99,"14,273.12","14,658.56",185.46,30.27,43.28,1.63,937,158,779,16.86,1.73,0.40,25.84,6.69,-4.52,-4.52,0.96,0.32,0.4
20,3,29,2.02,"14,515.76","14,878.40",190.32,30.82,43.21,1.66,951,156,795,16.40,1.74,0.40,26.41,6.98,-4.41,-4.41,0.96,0.32,0.4
10,4,16,2.66,"13,171.24","13,591.68",163.42,27.63,43.91,1.44,1249,347,902,27.78,1.43,0.40,10.92,4.85,-5.70,-5.70,0.96,0.28,0.4
10,4,15,2.70,"13,006.44","13,460.60",160.13,27.23,43.91,1.42,1269,368,901,29.00,1.42,0.40,10.39,5.09,-5.35,-5.35,0.96,0.27,0.4
30,7,17,1.93,"13,806.56","14,263.04",176.13,29.18,43.59,1.60,906,347,559,38.30,1.43,0.40,8.76,4.99,-5.85,-5.85,0.96,0.34,0.4
15,5,19,2.16,"13,886.40","14,309.12",177.73,29.37,43.82,1.58,1015,296,719,29.16,1.47,0.40,11.65,6.28,-4.68,-4.68,0.96,0.32,0.4
15,5,15,2.32,"13,072.16","13,587.68",161.44,27.41,43.82,1.44,1091,367,724,33.64,1.42,0.40,9.47,5.62,-4.88,-4.88,0.96,0.30,0.4
20,3,8,2.70,"10,098.96","10,181.88",101.98,19.39,43.21,0.98,1271,468,803,36.82,1.39,0.40,8.13,4.54,-4.27,-4.27,0.96,0.28,0.4
20,3,26,2.07,"13,961.00","14,422.68",179.22,29.54,43.21,1.60,975,171,804,17.54,1.69,0.40,23.62,5.92,-4.99,-4.99,0.96,0.32,0.4
30,4,20,2.04,"13,233.32","13,930.04",164.67,27.81,43.59,1.48,957,238,719,24.87,1.54,0.40,14.88,4.33,-6.42,-6.42,0.96,0.33,0.4
30,4,12,2.33,"11,939.72","12,109.00",138.79,24.53,43.59,1.24,1097,378,719,34.46,1.45,0.40,9.95,5.95,-4.12,-4.12,0.96,0.31,0.4
15,8,16,2.07,"14,193.48","14,507.88",183.87,30.08,43.82,1.65,973,411,562,42.24,1.40,0.40,7.36,4.84,-6.21,-6.21,0.96,0.32,0.4
15,8,19,1.93,"15,074.08","15,451.92",201.48,32.07,43.82,1.80,908,352,556,38.77,1.44,0.40,8.77,4.11,-7.81,-7.81,0.96,0.34,0.4
30,3,26,1.98,"13,805.56","14,234.76",176.11,29.18,43.59,1.56,931,165,766,17.72,1.71,0.40,24.21,6.05,-4.82,-4.82,0.96,0.33,0.4
30,3,27,1.97,"14,128.00","14,510.96",182.56,29.93,43.59,1.59,925,161,764,17.41,1.74,0.40,25.44,6.68,-4.48,-4.48,0.96,0.33,0.4
10,4,13,2.79,"12,365.60","12,789.76",147.31,25.62,43.91,1.37,1310,414,896,31.60,1.39,0.39,9.04,4.91,-5.22,-5.22,0.96,0.27,0.39
15,6,16,2.21,"13,509.16","13,811.00",170.18,28.47,43.82,1.57,1041,373,668,35.83,1.41,0.39,8.66,4.17,-6.83,-6.83,0.96,0.31,0.39
15,4,28,2.00,"14,911.92","15,535.00",198.24,31.71,43.82,1.81,942,187,755,19.85,1.62,0.39,19.72,4.45,-7.13,-7.13,0.96,0.32,0.39
25,7,18,1.90,"13,690.20","14,475.44",173.80,28.90,43.28,1.64,895,329,566,36.76,1.42,0.39,8.82,3.96,-7.30,-7.30,0.96,0.34,0.39
10,4,12,2.84,"12,265.84","12,471.24",145.32,25.36,43.91,1.34,1334,445,889,33.36,1.38,0.39,8.63,5.21,-4.87,-4.87,0.96,0.26,0.39
15,5,14,2.37,"12,586.12","13,271.24",151.72,26.20,43.82,1.41,1112,387,725,34.80,1.40,0.39,8.66,4.23,-6.20,-6.20,0.96,0.30,0.39
30,4,23,1.94,"13,417.88","14,009.72",168.36,28.25,43.59,1.57,913,206,707,22.56,1.56,0.39,16.49,4.83,-5.85,-5.85,0.96,0.34,0.39
25,3,8,2.63,"9,881.12","9,964.04",97.62,18.73,43.28,0.98,1237,454,783,36.70,1.38,0.39,8.00,4.18,-4.49,-4.49,0.96,0.29,0.39
10,4,20,2.50,"13,861.76","14,192.12",177.24,29.29,43.91,1.62,1176,282,894,23.98,1.47,0.39,13.19,4.26,-6.88,-6.88,0.96,0.28,0.39
15,9,17,2.01,"14,686.96","14,806.40",193.74,31.21,43.82,1.78,946,411,535,43.45,1.39,0.39,7.09,4.44,-7.03,-7.03,0.96,0.33,0.39
30,8,17,1.87,"13,957.52","14,331.52",179.15,29.53,43.59,1.69,877,361,516,41.16,1.42,0.39,7.99,4.56,-6.48,-6.48,0.96,0.35,0.39
25,3,26,2.02,"13,674.48","14,136.16",173.49,28.87,43.28,1.58,948,166,782,17.51,1.68,0.39,23.53,5.67,-5.09,-5.09,0.96,0.32,0.39
30,3,8,2.59,"9,859.68","9,910.12",97.19,18.67,43.59,0.97,1218,448,770,36.78,1.39,0.39,8.09,4.19,-4.45,-4.45,0.96,0.29,0.39
10,4,14,2.74,"12,541.64","13,065.80",150.83,26.07,43.91,1.40,1289,388,901,30.10,1.39,0.39,9.53,4.99,-5.22,-5.22,0.96,0.27,0.39
20,5,16,2.19,"12,675.28","13,172.88",153.51,26.43,43.21,1.44,1028,330,698,32.10,1.42,0.39,9.67,5.11,-5.18,-5.18,0.96,0.32,0.39
15,6,19,2.08,"14,353.52","14,665.28",187.07,30.45,43.82,1.67,977,319,658,32.65,1.46,0.39,10.37,5.06,-6.02,-6.02,0.96,0.32,0.39
20,4,20,2.14,"13,173.80","13,913.00",163.48,27.66,43.21,1.52,1005,246,759,24.48,1.51,0.39,14.14,4.11,-6.73,-6.73,0.96,0.32,0.39
10,3,8,3.13,"10,228.48","10,396.28",104.57,19.76,43.91,1.04,1473,530,943,35.98,1.34,0.39,7.23,4.12,-4.79,-4.79,0.96,0.25,0.39
20,7,16,2.05,"13,225.88","13,672.40",164.52,27.79,43.21,1.56,963,375,588,38.94,1.39,0.39,7.67,4.68,-5.94,-5.94,0.96,0.33,0.39
15,4,23,2.12,"13,772.48","14,428.04",175.45,29.10,43.82,1.62,998,222,776,22.24,1.53,0.39,15.80,4.75,-6.12,-6.12,0.96,0.32,0.39
25,5,16,2.12,"12,622.48","13,093.84",152.45,26.29,43.28,1.44,998,322,676,32.26,1.43,0.39,9.88,4.79,-5.49,-5.49,0.96,0.32,0.39
25,5,13,2.24,"12,199.28","12,738.56",143.99,25.21,43.28,1.35,1053,387,666,36.75,1.41,0.39,8.58,4.82,-5.23,-5.23,0.96,0.32,0.39
25,4,20,2.07,"13,211.00","13,950.20",164.22,27.75,43.28,1.51,975,241,734,24.72,1.53,0.39,14.59,4.13,-6.71,-6.71,0.96,0.32,0.39
15,4,11,2.59,"11,754.68","11,857.64",135.09,24.05,43.82,1.26,1218,435,783,35.71,1.41,0.39,8.65,5.13,-4.68,-4.68,0.96,0.29,0.39
25,8,19,1.80,"14,473.44","15,181.20",189.47,30.72,43.28,1.76,844,328,516,38.86,1.45,0.39,8.86,4.16,-7.38,-7.38,0.96,0.35,0.39
20,6,17,2.10,"13,266.12","13,739.24",165.32,27.89,43.21,1.59,987,340,647,34.45,1.41,0.38,8.96,4.23,-6.60,-6.60,0.96,0.32,0.38
15,3,8,2.82,"9,992.00","10,107.40",99.84,19.07,43.82,1.01,1325,482,843,36.38,1.36,0.38,7.66,4.14,-4.61,-4.61,0.96,0.27,0.38
15,5,20,2.13,"13,707.52","14,030.48",174.15,28.95,43.82,1.66,1002,280,722,27.94,1.46,0.38,11.72,4.29,-6.74,-6.74,0.96,0.32,0.38
10,4,28,2.28,"15,211.96","15,600.00",204.24,32.35,43.91,1.90,1071,206,865,19.23,1.56,0.38,18.08,4.08,-7.94,-7.94,0.96,0.29,0.38
10,4,29,2.25,"15,011.84","15,364.88",200.24,31.91,43.91,1.91,1059,197,862,18.60,1.55,0.38,18.16,4.24,-7.53,-7.53,0.96,0.29,0.38
25,5,18,2.06,"12,667.20","13,394.84",153.34,26.40,43.28,1.50,970,288,682,29.69,1.43,0.38,10.47,3.82,-6.91,-6.91,0.96,0.33,0.38
25,5,19,2.02,"13,098.24","13,877.44",161.96,27.48,43.28,1.54,949,275,674,28.98,1.46,0.38,11.38,3.94,-6.97,-6.97,0.96,0.33,0.38
15,5,13,2.40,"12,185.04","12,750.56",143.70,25.17,43.82,1.40,1129,409,720,36.23,1.38,0.38,8.01,4.63,-5.44,-5.44,0.96,0.30,0.38
15,4,27,2.02,"14,427.00","15,075.08",188.54,30.62,43.82,1.79,950,191,759,20.11,1.58,0.38,18.50,4.22,-7.26,-7.26,0.96,0.32,0.38
20,4,11,2.49,"11,424.20","11,484.68",128.48,23.16,43.21,1.25,1170,417,753,35.64,1.40,0.38,8.57,4.83,-4.80,-4.80,0.96,0.30,0.38
20,5,19,2.08,"12,989.76","13,772.48",159.80,27.21,43.21,1.55,976,280,696,28.69,1.44,0.38,10.95,3.86,-7.04,-7.04,0.96,0.32,0.38
15,10,17,1.97,"14,470.52","14,723.72",189.41,30.72,43.82,1.84,927,422,505,45.52,1.37,0.38,6.36,3.73,-8.25,-8.25,0.96,0.33,0.38
20,7,19,1.92,"13,947.76","14,718.08",178.96,29.51,43.21,1.69,901,320,581,35.52,1.42,0.38,9.09,4.35,-6.78,-6.78,0.96,0.34,0.38
20,7,18,1.96,"13,461.72","14,243.28",169.23,28.36,43.21,1.65,922,335,587,36.33,1.40,0.38,8.36,3.84,-7.39,-7.39,0.96,0.34,0.38
25,5,15,2.16,"12,313.92","12,884.00",146.28,25.51,43.28,1.44,1017,340,677,33.43,1.41,0.38,9.22,4.58,-5.57,-5.57,0.96,0.32,0.38
25,4,23,1.98,"13,305.56","13,939.88",166.11,27.98,43.28,1.60,931,208,723,22.34,1.54,0.38,16.01,4.53,-6.18,-6.18,0.96,0.33,0.38
30,4,11,2.38,"11,478.68","11,496.68",129.57,23.30,43.59,1.24,1118,403,715,36.05,1.43,0.38,9.02,4.35,-5.35,-5.35,0.96,0.31,0.38
15,4,22,2.16,"13,362.64","14,048.20",167.25,28.12,43.82,1.59,1014,230,784,22.68,1.50,0.38,14.72,4.37,-6.43,-6.43,0.96,0.31,0.38
15,4,21,2.19,"13,269.04","13,864.48",165.38,27.89,43.82,1.59,1029,241,788,23.42,1.49,0.38,14.18,4.82,-5.79,-5.79,0.96,0.31,0.38
20,8,19,1.85,"14,117.44","14,765.28",182.35,29.91,43.21,1.77,869,333,536,38.32,1.41,0.38,8.31,4.16,-7.18,-7.18,0.96,0.34,0.38
25,8,18,1.84,"14,006.16","14,578.92",180.12,29.65,43.28,1.73,866,344,522,39.72,1.42,0.38,8.18,4.04,-7.33,-7.33,0.96,0.35,0.38
10,5,16,2.56,"12,965.76","13,306.24",159.32,27.13,43.91,1.54,1201,376,825,31.31,1.37,0.38,8.65,4.74,-5.72,-5.72,0.96,0.28,0.38
10,5,15,2.60,"12,734.72","13,286.40",154.69,26.55,43.91,1.50,1222,398,824,32.57,1.36,0.38,8.17,4.73,-5.61,-5.61,0.96,0.28,0.38
20,4,23,2.04,"13,229.60","13,863.92",164.59,27.80,43.21,1.61,960,212,748,22.08,1.52,0.38,15.45,4.40,-6.32,-6.32,0.96,0.33,0.38
25,7,20,1.83,"14,198.60","14,881.64",183.97,30.09,43.28,1.77,860,299,561,34.77,1.45,0.38,9.84,4.87,-6.18,-6.18,0.96,0.34,0.38
20,8,18,1.90,"13,843.92","14,346.76",176.88,29.27,43.21,1.74,892,351,541,39.35,1.40,0.38,7.81,3.70,-7.91,-7.91,0.96,0.34,0.38
25,7,16,1.98,"13,041.80","13,512.00",160.84,27.34,43.28,1.56,930,363,567,39.03,1.39,0.38,7.76,4.42,-6.18,-6.18,0.96,0.34,0.38
20,8,16,1.98,"13,244.32","13,532.04",164.89,27.83,43.21,1.64,932,389,543,41.74,1.37,0.38,6.90,5.13,-5.43,-5.43,0.96,0.33,0.38
10,5,18,2.48,"13,300.40","13,654.52",166.01,27.95,43.91,1.58,1165,338,827,29.01,1.38,0.38,9.50,4.48,-6.24,-6.24,0.96,0.29,0.38
15,7,20,1.97,"14,408.00","14,784.80",188.16,30.58,43.82,1.81,925,318,607,34.38,1.43,0.38,9.38,4.24,-7.21,-7.21,0.96,0.33,0.38
10,5,19,2.43,"13,527.68","13,864.32",170.55,28.49,43.91,1.65,1143,321,822,28.08,1.40,0.38,10.04,4.71,-6.05,-6.05,0.96,0.29,0.38
20,5,13,2.31,"12,079.60","12,644.64",141.59,24.90,43.21,1.36,1085,395,690,36.41,1.39,0.38,8.20,4.55,-5.48,-5.48,0.96,0.31,0.38
20,5,14,2.28,"12,046.96","12,820.76",140.94,24.82,43.21,1.39,1071,370,701,34.55,1.38,0.38,8.37,3.49,-7.11,-7.11,0.96,0.31,0.38
15,7,15,2.18,"13,210.24","13,842.08",164.20,27.75,43.82,1.56,1024,412,612,40.23,1.37,0.38,7.16,4.44,-6.25,-6.25,0.96,0.32,0.38
30,5,16,2.09,"12,333.56","12,857.44",146.67,25.56,43.59,1.44,981,315,666,32.11,1.42,0.38,9.69,4.54,-5.63,-5.63,0.96,0.33,0.38
20,5,15,2.23,"12,374.24","12,970.56",147.48,25.66,43.21,1.43,1049,349,700,33.27,1.40,0.38,9.03,4.47,-5.73,-5.73,0.96,0.31,0.38
25,4,11,2.42,"11,450.12","11,510.60",129.00,23.23,43.28,1.24,1137,408,729,35.88,1.42,0.38,8.84,4.94,-4.71,-4.71,0.96,0.31,0.38
25,6,17,2.04,"13,304.60","13,777.72",166.09,27.98,43.28,1.57,960,333,627,34.69,1.42,0.38,9.24,4.76,-5.87,-5.87,0.96,0.33,0.38
25,9,17,1.86,"13,512.48","13,715.68",170.25,28.48,43.28,1.74,873,376,497,43.07,1.37,0.37,6.76,4.23,-6.74,-6.74,0.96,0.34,0.37
25,9,19,1.76,"13,939.52","14,552.32",178.79,29.49,43.28,1.80,827,337,490,40.75,1.39,0.37,7.55,4.01,-7.35,-7.35,0.96,0.35,0.37
15,8,20,1.90,"14,875.16","15,086.76",197.50,31.63,43.82,1.90,891,333,558,37.37,1.43,0.37,8.82,3.65,-8.67,-8.67,0.96,0.33,0.37
30,5,15,2.13,"12,186.24","12,703.84",143.72,25.18,43.59,1.44,999,334,665,33.43,1.41,0.37,9.22,4.81,-5.24,-5.24,0.96,0.32,0.37
30,4,22,1.98,"12,676.80","13,298.64",153.54,26.43,43.59,1.56,930,211,719,22.69,1.50,0.37,14.73,4.05,-6.53,-6.53,0.96,0.33,0.37
15,4,25,2.08,"13,931.04","14,671.60",178.62,29.47,43.82,1.74,979,205,774,20.94,1.54,0.37,16.76,4.24,-6.95,-6.95,0.96,0.32,0.37
25,8,20,1.76,"14,352.04","14,893.56",187.04,30.45,43.28,1.85,829,311,518,37.52,1.44,0.37,8.97,4.49,-6.78,-6.78,0.96,0.35,0.37
15,4,24,2.11,"13,512.40","14,300.12",170.25,28.48,43.82,1.67,990,211,779,21.31,1.51,0.37,15.69,3.97,-7.17,-7.17,0.96,0.32,0.37
25,5,14,2.21,"11,962.88","12,710.44",139.26,24.60,43.28,1.39,1038,360,678,34.68,1.39,0.37,8.53,3.53,-6.96,-6.96,0.96,0.32,0.37
30,5,19,1.98,"12,850.56","13,577.28",157.01,26.86,43.59,1.55,931,269,662,28.89,1.45,0.37,11.25,3.99,-6.73,-6.73,0.96,0.33,0.37
30,5,18,2.03,"12,423.28","13,098.44",148.47,25.79,43.59,1.50,953,282,671,29.59,1.42,0.37,10.32,3.87,-6.66,-6.66,0.96,0.33,0.37
10,7,17,2.39,"13,418.72","13,879.28",168.37,28.23,43.91,1.73,1122,409,713,36.45,1.33,0.37,6.83,3.82,-7.39,-7.39,0.96,0.29,0.37
20,6,19,2.00,"13,290.64","13,977.40",165.81,27.95,43.21,1.66,939,301,638,32.06,1.42,0.37,9.61,4.41,-6.34,-6.34,0.96,0.33,0.37
30,8,19,1.77,"14,105.80","14,813.56",182.12,29.88,43.59,1.81,830,321,509,38.67,1.43,0.37,8.67,3.95,-7.56,-7.56,0.96,0.35,0.37
10,4,30,2.23,"14,679.24","15,018.52",193.58,31.17,43.91,1.95,1049,188,861,17.92,1.53,0.37,17.98,4.13,-7.54,-7.54,0.96,0.29,0.37
15,4,29,1.98,"14,265.56","14,930.72",185.31,30.25,43.82,1.84,931,176,755,18.90,1.58,0.37,19.00,4.28,-7.06,-7.06,0.96,0.32,0.37
15,6,20,2.05,"14,077.12","14,308.88",181.54,29.81,43.82,1.77,962,301,661,31.29,1.44,0.37,10.34,4.32,-6.89,-6.89,0.96,0.32,0.37
10,4,27,2.30,"14,702.08","15,125.12",194.04,31.22,43.91,1.89,1083,211,872,19.48,1.52,0.37,16.90,3.70,-8.43,-8.43,0.96,0.29,0.37
25,4,30,1.84,"13,997.40","14,570.08",179.95,29.63,43.28,1.82,865,161,704,18.61,1.60,0.37,19.97,4.96,-5.97,-5.97,0.96,0.34,0.37
30,4,29,1.82,"13,857.32","14,437.52",177.15,29.30,43.59,1.77,857,164,693,19.14,1.60,0.37,19.64,4.87,-6.01,-6.01,0.96,0.34,0.37
30,4,30,1.81,"13,976.00","14,506.20",179.52,29.58,43.59,1.80,850,159,691,18.71,1.61,0.37,20.24,5.18,-5.71,-5.71,0.96,0.34,0.37
15,9,19,1.90,"14,527.68","14,816.80",190.55,30.85,43.82,1.87,893,363,530,40.65,1.39,0.37,7.46,3.44,-8.96,-8.96,0.96,0.34,0.37
25,6,18,1.99,"12,870.60","13,533.60",157.41,26.91,43.28,1.60,935,309,626,33.05,1.40,0.37,9.09,4.05,-6.65,-6.65,0.96,0.33,0.37
10,4,25,2.37,"14,398.64","15,016.28",187.97,30.53,43.91,1.82,1114,228,886,20.47,1.50,0.37,15.63,3.50,-8.73,-8.73,0.96,0.29,0.37
10,4,24,2.39,"13,865.00","14,542.64",177.30,29.29,43.91,1.76,1125,234,891,20.80,1.47,0.37,14.51,3.32,-8.83,-8.83,0.96,0.28,0.37
25,6,19,1.94,"13,352.88","14,039.64",167.06,28.10,43.28,1.65,913,295,618,32.31,1.43,0.37,9.94,4.48,-6.27,-6.27,0.96,0.33,0.37
15,9,18,1.96,"14,522.96","14,599.48",190.46,30.84,43.82,1.86,921,386,535,41.91,1.38,0.37,7.19,3.90,-7.91,-7.91,0.96,0.33,0.37
20,5,18,2.12,"12,533.72","13,287.60",150.67,26.07,43.21,1.51,997,293,704,29.39,1.41,0.37,10.04,3.64,-7.16,-7.16,0.96,0.32,0.37
30,7,19,1.83,"13,707.36","14,435.12",174.15,28.94,43.59,1.73,861,307,554,35.66,1.43,0.37,9.25,4.21,-6.87,-6.87,0.96,0.34,0.37
10,8,17,2.31,"13,879.60","14,101.44",177.59,29.33,43.91,1.82,1085,429,656,39.54,1.33,0.37,6.44,4.71,-6.23,-6.23,0.96,0.29,0.37
15,4,30,1.96,"14,465.48","15,080.64",189.31,30.71,43.82,1.86,923,171,752,18.53,1.59,0.37,19.73,4.39,-6.99,-6.99,0.96,0.32,0.37
10,6,17,2.47,"13,350.36","13,644.64",167.01,28.07,43.91,1.68,1161,388,773,33.42,1.35,0.37,7.75,3.41,-8.23,-8.23,0.96,0.28,0.37
15,6,15,2.26,"12,920.64","13,427.44",158.41,27.04,43.82,1.55,1064,392,672,36.84,1.38,0.37,7.84,4.55,-5.95,-5.95,0.96,0.31,0.37
20,4,22,2.08,"12,588.52","13,252.84",151.77,26.21,43.21,1.60,977,218,759,22.31,1.47,0.36,13.94,3.75,-6.98,-6.98,0.96,0.32,0.36
15,8,15,2.12,"13,186.20","13,755.56",163.72,27.69,43.82,1.66,995,428,567,43.02,1.35,0.36,6.40,4.06,-6.81,-6.81,0.96,0.32,0.36
20,6,18,2.04,"12,778.36","13,449.80",155.57,26.68,43.21,1.61,961,315,646,32.78,1.39,0.36,8.76,3.95,-6.75,-6.75,0.96,0.33,0.36
15,5,12,2.45,"11,661.52","12,047.04",133.23,23.80,43.82,1.39,1152,434,718,37.67,1.35,0.36,7.22,4.20,-5.67,-5.67,0.96,0.30,0.36
20,9,17,1.92,"13,517.76","13,674.72",170.36,28.49,43.21,1.76,901,386,515,42.84,1.36,0.36,6.56,4.07,-7.00,-7.00,0.96,0.34,0.36
15,7,13,2.26,"12,476.88","12,968.72",149.54,25.92,43.82,1.55,1063,460,603,43.27,1.34,0.36,6.22,4.07,-6.36,-6.36,0.96,0.31,0.36
20,8,20,1.82,"13,922.28","14,463.80",178.45,29.45,43.21,1.87,853,315,538,36.93,1.40,0.36,8.34,4.22,-6.98,-6.98,0.96,0.35,0.36
15,9,16,2.04,"13,405.84","13,759.00",168.12,28.22,43.82,1.76,959,422,537,44.00,1.34,0.36,6.06,3.66,-7.71,-7.71,0.96,0.32,0.36
30,9,17,1.83,"13,371.12","13,528.08",167.42,28.14,43.59,1.77,862,371,491,43.04,1.37,0.36,6.73,3.79,-7.42,-7.42,0.96,0.35,0.36
15,6,14,2.30,"12,398.32","12,885.12",147.97,25.72,43.82,1.51,1082,412,670,38.08,1.35,0.36,7.16,4.52,-5.69,-5.69,0.96,0.31,0.36
20,7,20,1.89,"13,796.36","14,486.60",175.93,29.16,43.21,1.78,886,303,583,34.20,1.42,0.36,9.17,4.56,-6.40,-6.40,0.96,0.34,0.36
30,9,19,1.73,"13,746.88","14,313.44",174.94,29.04,43.59,1.84,813,331,482,40.71,1.39,0.36,7.52,3.77,-7.69,-7.69,0.96,0.35,0.36
20,5,20,2.05,"12,803.40","13,501.36",156.07,26.75,43.21,1.63,965,265,700,27.46,1.42,0.36,10.96,3.76,-7.11,-7.11,0.96,0.33,0.36
15,10,19,1.86,"14,343.76","14,912.80",186.88,30.43,43.82,1.93,876,374,502,42.69,1.36,0.36,6.68,2.92,-10.41,-10.41,0.96,0.33,0.36
15,10,18,1.93,"14,296.56","14,646.84",185.93,30.32,43.82,1.93,906,398,508,43.93,1.36,0.36,6.41,3.22,-9.42,-9.42,0.96,0.33,0.36
20,6,16,2.13,"12,480.00","12,860.60",149.60,25.93,43.21,1.56,1000,352,648,35.20,1.37,0.36,7.96,4.19,-6.19,-6.19,0.96,0.32,0.36
25,4,22,2.02,"12,575.72","13,240.04",151.51,26.17,43.28,1.59,947,213,734,22.49,1.49,0.36,14.32,3.93,-6.66,-6.66,0.96,0.33,0.36
20,7,15,2.09,"12,459.84","13,076.32",149.20,25.88,43.21,1.55,984,392,592,39.84,1.35,0.36,6.78,3.98,-6.49,-6.49,0.96,0.33,0.36
15,9,20,1.86,"14,565.00","14,691.16",191.30,30.93,43.82,1.97,875,345,530,39.43,1.39,0.36,7.68,3.14,-9.84,-9.84,0.96,0.34,0.36
20,4,24,2.03,"12,877.04","13,643.52",157.54,26.93,43.21,1.67,954,201,753,21.07,1.49,0.36,15.13,3.66,-7.36,-7.36,0.96,0.33,0.36
25,10,19,1.73,"13,708.12","14,609.68",174.16,28.95,43.28,1.85,812,347,465,42.73,1.37,0.36,6.72,3.34,-8.67,-8.67,0.96,0.35,0.36
30,8,18,1.82,"13,679.80","14,252.56",173.60,28.88,43.59,1.77,855,338,517,39.53,1.41,0.36,7.99,3.79,-7.61,-7.61,0.96,0.35,0.36
10,4,26,2.33,"14,334.68","14,813.96",186.69,30.38,43.91,1.88,1093,217,876,19.85,1.50,0.36,16.00,3.50,-8.68,-8.68,0.96,0.29,0.36
30,6,17,2.01,"12,821.96","13,232.60",156.44,26.79,43.59,1.60,946,325,621,34.36,1.40,0.36,8.85,4.38,-6.12,-6.12,0.96,0.33,0.36
10,5,14,2.65,"12,162.44","12,794.12",143.25,25.10,43.91,1.48,1244,419,825,33.68,1.33,0.36,7.37,4.17,-6.01,-6.01,0.96,0.28,0.36
10,5,20,2.40,"13,401.28","13,631.68",168.03,28.19,43.91,1.74,1128,304,824,26.95,1.39,0.36,10.16,3.36,-8.38,-8.38,0.96,0.29,0.36
25,6,16,2.06,"12,427.20","12,807.80",148.54,25.80,43.28,1.56,970,343,627,35.36,1.38,0.36,8.14,3.97,-6.49,-6.49,0.96,0.33,0.36
30,5,14,2.17,"11,770.20","12,465.28",135.40,24.09,43.59,1.41,1020,353,667,34.61,1.39,0.36,8.44,3.61,-6.68,-6.68,0.96,0.32,0.36
30,5,13,2.20,"11,565.36","12,142.16",131.31,23.54,43.59,1.38,1036,375,661,36.20,1.38,0.36,7.98,4.06,-5.80,-5.80,0.96,0.32,0.36
30,4,28,1.85,"13,763.68","14,323.04",175.27,29.08,43.59,1.78,868,170,698,19.59,1.59,0.36,19.01,4.98,-5.84,-5.84,0.96,0.34,0.36
30,4,27,1.86,"13,582.48","14,166.84",171.65,28.65,43.59,1.76,873,175,698,20.05,1.58,0.36,18.35,4.76,-6.01,-6.01,0.96,0.34,0.36
30,4,25,1.91,"13,165.24","13,842.08",163.30,27.64,43.59,1.70,899,188,711,20.91,1.54,0.36,16.69,4.14,-6.68,-6.68,0.96,0.34,0.36
10,6,18,2.41,"13,165.08","13,478.00",163.30,27.62,43.91,1.70,1133,363,770,32.04,1.34,0.36,7.85,3.34,-8.26,-8.26,0.96,0.29,0.36
10,6,19,2.36,"13,573.60","13,854.04",171.47,28.60,43.91,1.77,1110,346,764,31.17,1.36,0.36,8.47,3.61,-7.93,-7.93,0.96,0.29,0.36
25,8,16,1.92,"12,842.76","13,209.24",156.86,26.84,43.28,1.67,901,375,526,41.62,1.36,0.36,6.80,4.36,-6.15,-6.15,0.96,0.34,0.36
