Rolling Window,Stop Loss Points,Take Profit Points,Exposure Time (%),Final Account Balance ($),Equity Peak ($),Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Sharpe Ratio Float
30,10,18,1.76,"13,127.00","13,603.56",162.54,27.55,43.59,1.92,825,360,465,43.64,1.34,0.33,6.15,2.71,-10.15,-10.15,0.96,0.36,0.33
25,8,11,2.14,"11,731.32","12,119.40",134.63,23.98,43.28,1.54,1007,508,499,50.45,1.33,0.33,5.15,3.74,-6.41,-6.41,0.96,0.32,0.33
20,10,18,1.84,"12,948.64","13,438.92",158.97,27.11,43.21,1.92,864,373,491,43.17,1.32,0.33,5.75,2.57,-10.54,-10.54,0.96,0.34,0.33
20,10,20,1.75,"13,280.72","14,047.28",165.61,27.92,43.21,1.99,822,336,486,40.88,1.33,0.33,6.35,3.07,-9.10,-9.10,0.96,0.34,0.33
20,5,22,1.99,"12,273.12","12,808.60",145.46,25.40,43.21,1.73,937,236,701,25.19,1.40,0.33,10.82,2.59,-9.80,-9.80,0.96,0.33,0.33
30,7,30,1.59,"14,116.24","14,896.56",182.32,29.90,43.59,2.15,749,196,553,26.17,1.45,0.33,12.13,3.38,-8.86,-8.86,0.96,0.36,0.33
15,8,14,2.17,"12,187.68","12,737.04",143.75,25.18,43.82,1.70,1018,447,571,43.91,1.31,0.33,5.48,3.37,-7.48,-7.48,0.96,0.32,0.33
10,6,15,2.54,"11,946.96","12,524.92",138.94,24.53,43.91,1.62,1196,422,774,35.28,1.29,0.33,6.18,3.48,-7.05,-7.05,0.96,0.28,0.33
10,7,16,2.42,"12,440.12","12,943.16",148.80,25.81,43.91,1.74,1137,423,714,37.20,1.29,0.33,5.93,3.31,-7.80,-7.80,0.96,0.29,0.33
25,7,28,1.65,"13,802.76","14,620.56",176.06,29.17,43.28,2.11,776,211,565,27.19,1.43,0.33,11.17,3.02,-9.66,-9.66,0.96,0.35,0.33
15,7,12,2.31,"11,790.84","12,318.92",135.82,24.14,43.82,1.55,1084,485,599,44.74,1.31,0.33,5.52,3.15,-7.67,-7.67,0.96,0.31,0.33
10,7,20,2.24,"13,341.80","13,666.04",166.84,28.05,43.91,1.98,1055,345,710,32.70,1.32,0.33,7.38,3.46,-8.11,-8.11,0.96,0.30,0.33
25,8,29,1.56,"14,176.08","14,968.92",183.52,30.04,43.28,2.20,733,213,520,29.06,1.43,0.33,10.61,2.85,-10.52,-10.52,0.96,0.37,0.33
25,8,28,1.58,"13,999.92","14,872.76",180.00,29.63,43.28,2.24,742,220,522,29.65,1.42,0.32,10.22,2.55,-11.64,-11.64,0.96,0.36,0.32
30,7,14,2.04,"11,442.08","12,068.48",128.84,23.21,43.59,1.61,958,392,566,40.92,1.31,0.32,5.99,2.98,-7.79,-7.79,0.96,0.33,0.32
20,7,12,2.22,"11,259.16","11,751.00",125.18,22.71,43.21,1.54,1041,463,578,44.48,1.30,0.32,5.30,3.35,-6.78,-6.78,0.96,0.31,0.32
20,10,16,1.92,"12,132.76","12,628.00",142.66,25.04,43.21,1.82,901,410,491,45.50,1.28,0.32,4.93,3.50,-7.16,-7.16,0.96,0.33,0.32
30,4,9,2.48,"9,592.92","9,732.12",91.86,17.85,43.59,1.16,1167,452,715,38.73,1.30,0.32,6.04,3.92,-4.56,-4.56,0.96,0.30,0.32
20,6,23,1.89,"12,846.36","13,355.64",156.93,26.85,43.21,1.89,886,245,641,27.65,1.39,0.32,10.06,3.15,-8.53,-8.53,0.96,0.33,0.32
20,9,21,1.75,"13,040.72","13,533.52",160.81,27.33,43.21,2.01,822,307,515,37.35,1.34,0.32,6.94,3.11,-8.79,-8.79,0.96,0.35,0.32
30,7,29,1.61,"13,566.32","14,416.64",171.33,28.61,43.59,2.14,757,200,557,26.42,1.42,0.32,11.24,3.16,-9.07,-9.07,0.96,0.36,0.32
25,5,27,1.81,"12,723.52","13,212.48",154.47,26.55,43.28,1.92,852,188,664,22.07,1.44,0.32,13.22,3.41,-7.78,-7.78,0.96,0.34,0.32
25,5,29,1.78,"12,957.12","13,476.08",159.14,27.13,43.28,1.94,837,176,661,21.03,1.46,0.32,14.11,3.18,-8.54,-8.54,0.96,0.35,0.32
25,5,30,1.76,"13,172.04","13,626.00",163.44,27.66,43.28,2.00,829,171,658,20.63,1.47,0.32,14.74,3.33,-8.30,-8.30,0.96,0.34,0.32
20,7,22,1.83,"12,947.36","13,562.92",158.95,27.10,43.21,1.93,861,270,591,31.36,1.37,0.32,8.71,3.68,-7.37,-7.37,0.96,0.34,0.32
30,7,22,1.75,"13,019.48","13,562.56",160.39,27.28,43.59,1.94,823,261,562,31.71,1.39,0.32,9.17,3.88,-7.03,-7.03,0.96,0.35,0.32
20,8,12,2.16,"11,700.16","12,198.28",134.00,23.90,43.21,1.63,1016,486,530,47.83,1.31,0.32,5.08,3.36,-7.12,-7.12,0.96,0.32,0.32
30,6,13,2.15,"11,098.84","11,576.92",121.98,22.26,43.59,1.50,1009,396,613,39.25,1.32,0.32,6.29,3.79,-5.88,-5.88,0.96,0.33,0.32
20,5,27,1.87,"12,841.28","13,356.48",156.83,26.84,43.21,1.94,878,193,685,21.98,1.44,0.32,13.05,3.26,-8.24,-8.24,0.96,0.33,0.32
20,5,21,2.03,"11,973.28","12,616.24",139.47,24.62,43.21,1.72,953,246,707,25.81,1.38,0.32,10.12,2.52,-9.78,-9.78,0.96,0.33,0.32
20,8,14,2.09,"11,774.80","12,241.68",135.50,24.10,43.21,1.68,980,429,551,43.78,1.30,0.32,5.36,4.05,-5.95,-5.95,0.96,0.32,0.32
20,8,23,1.73,"13,239.40","13,519.68",164.79,27.82,43.21,2.06,815,270,545,33.13,1.37,0.32,8.27,3.35,-8.30,-8.30,0.96,0.35,0.32
25,9,16,1.88,"12,202.60","12,509.52",144.05,25.22,43.28,1.76,885,385,500,43.50,1.31,0.32,5.64,3.32,-7.59,-7.59,0.96,0.34,0.32
25,10,21,1.66,"13,135.32","13,921.88",162.71,27.57,43.28,2.07,782,311,471,39.77,1.34,0.32,6.59,3.14,-8.78,-8.78,0.96,0.36,0.32
25,6,23,1.83,"12,581.12","13,090.40",151.62,26.19,43.28,1.88,862,238,624,27.61,1.39,0.32,10.00,3.25,-8.06,-8.06,0.96,0.34,0.32
25,6,12,2.23,"10,932.96","11,288.52",118.66,21.80,43.28,1.46,1046,429,617,41.01,1.31,0.32,5.86,3.45,-6.31,-6.31,0.96,0.32,0.32
30,7,21,1.78,"12,923.36","13,607.36",158.47,27.04,43.59,1.90,836,273,563,32.66,1.39,0.32,8.85,4.02,-6.72,-6.72,0.96,0.35,0.32
15,7,28,1.78,"13,764.60","14,407.40",175.29,29.08,43.82,2.20,835,223,612,26.71,1.40,0.32,10.39,2.53,-11.48,-11.48,0.96,0.34,0.32
15,8,11,2.30,"11,637.08","12,066.40",132.74,23.73,43.82,1.58,1083,540,543,49.86,1.30,0.32,4.72,3.32,-7.14,-7.14,0.96,0.30,0.32
15,5,26,1.95,"12,996.68","13,371.96",159.93,27.23,43.82,1.94,918,207,711,22.55,1.43,0.32,12.61,3.13,-8.71,-8.71,0.96,0.33,0.32
15,6,23,1.97,"12,933.00","13,297.28",158.66,27.07,43.82,1.97,925,254,671,27.46,1.38,0.32,9.76,3.45,-7.86,-7.86,0.96,0.32,0.32
15,10,21,1.79,"13,780.92","14,308.72",175.62,29.12,43.82,2.15,842,335,507,39.79,1.34,0.32,6.60,2.86,-10.17,-10.17,0.96,0.34,0.32
15,7,23,1.89,"13,132.64","13,646.96",162.65,27.56,43.82,2.00,889,269,620,30.26,1.36,0.32,8.72,3.25,-8.49,-8.49,0.96,0.33,0.32
10,5,30,2.13,"13,733.76","14,021.40",174.68,28.98,43.91,2.13,1001,200,801,19.98,1.42,0.32,13.20,2.86,-10.15,-10.15,0.96,0.30,0.32
15,7,30,1.73,"14,129.40","14,797.20",182.59,29.93,43.82,2.26,815,209,606,25.64,1.42,0.32,11.24,2.69,-11.15,-11.15,0.96,0.34,0.32
30,9,22,1.64,"13,523.96","13,748.04",170.48,28.51,43.59,2.07,771,285,486,36.96,1.38,0.32,7.86,3.16,-9.01,-9.01,0.96,0.36,0.32
15,5,24,2.03,"12,499.52","13,067.28",149.99,25.98,43.82,1.83,952,224,728,23.53,1.39,0.32,11.24,3.18,-8.16,-8.16,0.96,0.32,0.32
10,5,21,2.37,"12,558.64","12,969.04",151.17,26.11,43.91,1.84,1114,283,831,25.40,1.35,0.32,9.43,3.02,-8.65,-8.65,0.96,0.29,0.32
30,9,21,1.67,"13,355.36","13,801.92",167.11,28.10,43.59,2.03,786,298,488,37.91,1.37,0.32,7.52,3.22,-8.72,-8.72,0.96,0.36,0.32
15,9,15,2.09,"12,244.80","12,877.92",144.90,25.33,43.82,1.79,980,438,542,44.69,1.29,0.32,5.10,3.90,-6.50,-6.50,0.96,0.32,0.32
15,9,22,1.80,"13,667.20","13,901.68",173.34,28.85,43.82,2.13,845,308,537,36.45,1.35,0.32,7.32,2.52,-11.47,-11.47,0.96,0.34,0.32
10,5,23,2.33,"12,439.68","12,990.08",148.79,25.81,43.91,1.88,1093,258,835,23.60,1.34,0.32,9.70,3.09,-8.36,-8.36,0.96,0.29,0.32
10,5,24,2.30,"12,687.08","13,517.24",153.74,26.43,43.91,1.90,1083,249,834,22.99,1.35,0.32,10.21,3.26,-8.10,-8.10,0.96,0.29,0.32
15,5,25,2.00,"13,034.40","13,532.16",160.69,27.32,43.82,1.91,940,218,722,23.19,1.42,0.32,12.25,3.39,-8.07,-8.07,0.96,0.32,0.32
10,5,26,2.23,"13,176.72","13,735.68",163.53,27.65,43.91,2.03,1047,230,817,21.97,1.38,0.32,11.41,3.08,-8.97,-8.97,0.96,0.29,0.32
10,10,18,2.16,"13,382.64","13,483.16",167.65,28.15,43.91,2.11,1014,431,583,42.50,1.28,0.32,5.18,3.00,-9.37,-9.37,0.96,0.30,0.32
15,4,9,2.70,"9,743.92","9,968.08",94.88,18.32,43.82,1.19,1267,487,780,38.44,1.29,0.32,5.75,4.00,-4.58,-4.58,0.96,0.28,0.32
10,9,18,2.20,"13,255.36","13,309.04",165.11,27.84,43.91,2.06,1036,416,620,40.15,1.29,0.32,5.58,3.25,-8.55,-8.55,0.96,0.30,0.32
30,9,16,1.86,"12,086.24","12,471.92",141.72,24.92,43.59,1.79,874,380,494,43.48,1.31,0.32,5.61,3.02,-8.25,-8.25,0.96,0.34,0.32
25,8,27,1.60,"13,620.00","14,439.08",172.40,28.74,43.28,2.21,750,226,524,30.13,1.40,0.31,9.64,2.40,-11.98,-11.98,0.96,0.36,0.31
10,6,14,2.58,"11,343.40","11,911.36",126.87,22.92,43.91,1.61,1215,443,772,36.46,1.26,0.31,5.51,2.61,-8.77,-8.77,0.96,0.28,0.31
30,8,29,1.54,"13,478.48","14,415.08",169.57,28.40,43.59,2.25,723,207,516,28.63,1.40,0.31,9.99,2.63,-10.80,-10.80,0.96,0.37,0.31
15,8,30,1.66,"13,980.32","14,693.16",179.61,29.59,43.82,2.40,782,217,565,27.75,1.39,0.31,9.87,2.15,-13.78,-13.78,0.96,0.34,0.31
10,6,29,2.09,"13,347.32","13,858.76",166.95,28.06,43.91,2.23,982,223,759,22.71,1.35,0.31,10.31,2.38,-11.79,-11.79,0.96,0.30,0.31
30,9,23,1.62,"13,217.60","13,335.84",164.35,27.77,43.59,2.11,760,271,489,35.66,1.36,0.31,7.75,3.26,-8.52,-8.52,0.96,0.36,0.31
25,5,28,1.80,"12,804.72","13,223.68",156.09,26.75,43.28,1.96,847,182,665,21.49,1.45,0.31,13.57,3.69,-7.25,-7.25,0.96,0.34,0.31
25,7,24,1.74,"12,473.16","13,389.68",149.46,25.91,43.28,2.00,816,239,577,29.29,1.36,0.31,8.82,2.70,-9.61,-9.61,0.96,0.35,0.31
25,7,11,2.20,"10,980.32","11,410.88",119.61,21.93,43.28,1.49,1032,482,550,46.71,1.30,0.31,5.09,3.35,-6.54,-6.54,0.96,0.32,0.31
10,6,28,2.11,"13,588.68","14,100.20",171.77,28.64,43.91,2.21,993,233,760,23.46,1.36,0.31,10.37,2.79,-10.26,-10.26,0.96,0.30,0.31
25,6,11,2.26,"10,605.64","10,899.92",112.11,20.87,43.28,1.43,1064,457,607,42.95,1.30,0.31,5.41,3.52,-5.93,-5.93,0.96,0.31,0.31
20,7,30,1.67,"13,736.60","14,440.64",174.73,29.01,43.21,2.24,785,201,584,25.61,1.41,0.31,11.17,2.98,-9.74,-9.74,0.96,0.35,0.31
20,7,29,1.69,"13,521.68","14,300.72",170.43,28.50,43.21,2.17,793,207,586,26.10,1.40,0.31,10.72,2.95,-9.67,-9.67,0.96,0.35,0.31
20,9,15,2.00,"11,740.64","12,235.04",134.81,24.01,43.21,1.76,939,418,521,44.52,1.28,0.31,4.96,3.81,-6.30,-6.30,0.96,0.33,0.31
10,10,21,2.03,"13,725.80","14,028.12",174.52,28.97,43.91,2.35,955,372,583,38.95,1.29,0.31,5.80,2.85,-10.16,-10.16,0.96,0.31,0.31
15,9,23,1.78,"13,383.36","13,569.92",167.67,28.17,43.82,2.17,836,294,542,35.17,1.33,0.31,7.21,2.63,-10.71,-10.71,0.96,0.34,0.31
30,7,28,1.63,"13,290.16","14,035.48",165.80,27.94,43.59,2.16,766,206,560,26.89,1.41,0.31,10.69,2.82,-9.91,-9.91,0.96,0.36,0.31
30,5,10,2.34,"10,163.48","10,230.24",103.27,19.58,43.59,1.34,1098,453,645,41.26,1.31,0.31,5.78,3.91,-5.00,-5.00,0.96,0.31,0.31
30,10,22,1.60,"13,405.04","13,907.88",168.10,28.22,43.59,2.15,754,294,460,38.99,1.36,0.31,7.08,2.75,-10.25,-10.25,0.96,0.36,0.31
25,6,22,1.86,"12,276.24","12,845.52",145.52,25.41,43.28,1.89,874,247,627,28.26,1.37,0.31,9.40,3.00,-8.48,-8.48,0.96,0.33,0.31
30,10,21,1.64,"13,181.44","13,916.76",163.63,27.68,43.59,2.09,769,307,462,39.92,1.35,0.31,6.73,3.14,-8.81,-8.81,0.96,0.36,0.31
15,8,27,1.72,"13,770.60","14,414.68",175.41,29.09,43.82,2.28,810,241,569,29.75,1.37,0.31,9.12,2.78,-10.46,-10.46,0.96,0.34,0.31
15,8,28,1.70,"13,948.00","14,640.84",178.96,29.51,43.82,2.34,800,233,567,29.12,1.38,0.31,9.48,2.18,-13.55,-13.55,0.96,0.34,0.31
15,7,27,1.79,"13,379.68","14,066.24",167.59,28.16,43.82,2.15,843,229,614,27.16,1.38,0.31,9.79,3.23,-8.72,-8.72,0.96,0.34,0.31
30,8,12,2.07,"11,514.72","12,012.84",130.29,23.40,43.59,1.65,972,466,506,47.94,1.31,0.31,5.16,2.78,-8.41,-8.41,0.96,0.33,0.31
25,8,26,1.61,"13,262.56","13,909.12",165.25,27.88,43.28,2.16,756,232,524,30.69,1.38,0.31,9.12,2.32,-12.03,-12.03,0.96,0.36,0.31
10,9,21,2.08,"13,823.52","14,055.84",176.47,29.20,43.91,2.28,977,360,617,36.85,1.31,0.31,6.43,2.81,-10.39,-10.39,0.96,0.31,0.31
25,4,9,2.52,"9,470.60","9,652.28",89.41,17.47,43.28,1.18,1185,456,729,38.48,1.29,0.31,5.80,3.81,-4.59,-4.59,0.96,0.30,0.31
15,6,27,1.87,"13,148.80","13,601.56",162.98,27.60,43.82,2.12,880,216,664,24.55,1.39,0.31,10.93,2.56,-10.80,-10.80,0.96,0.33,0.31
15,6,28,1.86,"13,535.00","13,939.00",170.70,28.53,43.82,2.14,875,211,664,24.11,1.41,0.31,11.59,2.68,-10.63,-10.63,0.96,0.33,0.31
25,9,22,1.67,"13,186.60","13,456.92",163.73,27.69,43.28,2.11,785,287,498,36.56,1.36,0.31,7.43,3.03,-9.13,-9.13,0.96,0.36,0.31
25,5,10,2.37,"10,167.40","10,286.64",103.35,19.59,43.28,1.34,1115,459,656,41.17,1.30,0.31,5.70,3.98,-4.92,-4.92,0.96,0.31,0.31
30,8,15,1.94,"11,861.60","12,364.28",137.23,24.33,43.59,1.73,910,386,524,42.42,1.32,0.31,5.87,3.38,-7.19,-7.19,0.96,0.34,0.31
30,8,13,2.02,"11,748.24","12,246.36",134.96,24.03,43.59,1.69,949,437,512,46.05,1.32,0.31,5.49,3.10,-7.74,-7.74,0.96,0.33,0.31
15,7,29,1.75,"13,658.24","14,401.04",173.16,28.83,43.82,2.22,824,214,610,25.97,1.39,0.31,10.50,2.61,-11.04,-11.04,0.96,0.34,0.31
25,7,27,1.66,"13,210.32","14,066.88",164.21,27.75,43.28,2.10,782,215,567,27.49,1.40,0.31,10.30,2.83,-9.81,-9.81,0.96,0.36,0.31
10,8,21,2.13,"13,743.76","13,906.08",174.88,29.01,43.91,2.23,1001,345,656,34.47,1.32,0.31,7.07,3.09,-9.40,-9.40,0.96,0.31,0.31
10,8,15,2.39,"11,932.48","12,601.76",138.65,24.50,43.91,1.82,1123,463,660,41.23,1.25,0.31,4.83,3.52,-6.96,-6.96,0.96,0.29,0.31
10,7,30,1.98,"14,068.04","14,583.28",181.36,29.77,43.91,2.40,929,231,698,24.87,1.36,0.31,9.89,2.92,-10.19,-10.19,0.96,0.30,0.31
10,7,29,2.00,"13,810.64","14,410.88",176.21,29.17,43.91,2.36,939,238,701,25.35,1.35,0.31,9.45,2.84,-10.26,-10.26,0.96,0.30,0.31
20,9,22,1.72,"13,006.84","13,277.16",160.14,27.25,43.21,2.07,809,293,516,36.22,1.34,0.31,7.07,2.93,-9.30,-9.30,0.96,0.35,0.31
25,5,21,1.97,"11,928.00","12,570.96",138.56,24.50,43.28,1.73,925,240,685,25.95,1.39,0.31,10.34,2.64,-9.29,-9.29,0.96,0.33,0.31
20,4,9,2.59,"9,462.16","9,643.84",89.24,17.44,43.21,1.18,1216,466,750,38.32,1.28,0.31,5.64,3.85,-4.53,-4.53,0.96,0.29,0.31
10,7,15,2.46,"11,726.56","12,464.56",134.53,23.95,43.91,1.71,1156,442,714,38.24,1.26,0.31,5.24,2.97,-8.08,-8.08,0.96,0.29,0.31
20,5,24,1.95,"11,941.68","12,654.44",138.83,24.54,43.21,1.81,918,214,704,23.31,1.38,0.31,10.82,2.75,-8.94,-8.94,0.96,0.33,0.31
20,5,30,1.82,"13,041.04","13,521.24",160.82,27.34,43.21,2.04,854,174,680,20.37,1.45,0.31,14.14,3.06,-8.94,-8.94,0.96,0.34,0.31
30,5,21,1.93,"11,854.08","12,444.56",137.08,24.31,43.59,1.73,908,236,672,25.99,1.39,0.31,10.41,2.57,-9.45,-9.45,0.96,0.33,0.31
30,7,12,2.12,"11,179.96","11,599.32",123.60,22.49,43.59,1.54,996,445,551,44.68,1.31,0.31,5.47,3.01,-7.48,-7.48,0.96,0.32,0.31
30,7,11,2.17,"10,911.44","11,281.52",118.23,21.74,43.59,1.51,1019,476,543,46.71,1.30,0.31,5.09,3.13,-6.94,-6.94,0.96,0.32,0.31
10,5,22,2.35,"12,237.28","12,847.68",144.75,25.29,43.91,1.87,1103,268,835,24.30,1.33,0.31,9.26,2.92,-8.66,-8.66,0.96,0.29,0.31
20,6,22,1.91,"12,475.24","13,044.52",149.50,25.92,43.21,1.89,899,254,645,28.25,1.37,0.31,9.38,2.89,-8.97,-8.97,0.96,0.33,0.31
20,6,21,1.94,"12,252.88","12,944.64",145.06,25.35,43.21,1.86,913,265,648,29.03,1.36,0.31,8.89,2.55,-9.94,-9.94,0.96,0.33,0.31
10,5,11,2.79,"10,759.36","11,069.76",115.19,21.29,43.91,1.44,1311,502,809,38.29,1.27,0.31,5.47,3.36,-6.33,-6.33,0.96,0.27,0.31
30,6,23,1.80,"12,438.48","12,885.28",148.77,25.83,43.59,1.89,848,234,614,27.59,1.39,0.31,9.97,3.02,-8.54,-8.54,0.96,0.34,0.31
30,5,29,1.75,"12,644.48","13,110.96",152.89,26.35,43.59,1.95,823,172,651,20.90,1.45,0.31,13.82,2.97,-8.87,-8.87,0.96,0.35,0.31
15,10,22,1.76,"13,453.28","13,898.60",169.07,28.34,43.82,2.23,828,318,510,38.41,1.32,0.31,6.50,2.41,-11.76,-11.76,0.96,0.34,0.31
20,5,29,1.83,"12,811.12","13,356.32",156.22,26.77,43.21,1.98,862,179,683,20.77,1.44,0.31,13.51,2.91,-9.19,-9.19,0.96,0.34,0.31
20,5,28,1.86,"12,973.72","13,418.92",159.47,27.17,43.21,1.99,872,187,685,21.44,1.44,0.31,13.48,3.53,-7.70,-7.70,0.96,0.34,0.31
20,6,12,2.30,"10,802.04","11,157.60",116.04,21.43,43.21,1.48,1079,439,640,40.69,1.29,0.31,5.56,3.39,-6.33,-6.33,0.96,0.31,0.31
30,5,27,1.78,"12,477.12","12,913.60",149.54,25.92,43.59,1.93,837,184,653,21.98,1.44,0.31,13.05,3.23,-8.03,-8.03,0.96,0.35,0.31
30,5,28,1.77,"12,538.32","12,904.80",150.77,26.08,43.59,1.97,832,178,654,21.39,1.44,0.31,13.37,3.48,-7.50,-7.50,0.96,0.35,0.31
30,8,28,1.56,"13,553.56","14,385.16",171.07,28.58,43.59,2.28,731,215,516,29.41,1.40,0.30,9.89,2.43,-11.76,-11.76,0.96,0.37,0.3
30,8,27,1.57,"13,198.64","13,976.48",163.97,27.72,43.59,2.25,739,221,518,29.91,1.38,0.30,9.33,2.32,-11.93,-11.93,0.96,0.37,0.3
25,8,14,2.02,"11,375.72","11,910.88",127.51,23.02,43.28,1.71,947,413,534,43.61,1.29,0.30,5.23,3.14,-7.34,-7.34,0.96,0.33,0.3
10,9,16,2.28,"12,305.72","12,607.56",146.11,25.47,43.91,1.96,1072,455,617,42.44,1.26,0.30,4.73,3.38,-7.53,-7.53,0.96,0.29,0.3
20,5,10,2.44,"10,152.72","10,297.80",103.05,19.55,43.21,1.35,1147,470,677,40.98,1.29,0.30,5.53,3.74,-5.23,-5.23,0.96,0.30,0.3
30,4,8,2.54,"9,060.68","9,281.12",81.21,16.17,43.59,1.12,1193,490,703,41.07,1.27,0.30,5.17,2.97,-5.44,-5.44,0.96,0.29,0.3
15,8,26,1.74,"12,998.16","13,644.72",159.96,27.23,43.82,2.24,816,245,571,30.02,1.34,0.30,8.23,2.60,-10.47,-10.47,0.96,0.34,0.3
10,7,21,2.21,"12,950.40","13,324.64",159.01,27.09,43.91,2.10,1040,326,714,31.35,1.31,0.30,7.22,3.29,-8.25,-8.25,0.96,0.30,0.3
15,4,8,2.75,"9,237.92","9,543.32",84.76,16.74,43.82,1.16,1292,528,764,40.87,1.26,0.30,4.99,3.10,-5.39,-5.39,0.96,0.28,0.3
25,7,26,1.68,"12,541.64","13,380.68",150.83,26.09,43.28,2.10,789,219,570,27.76,1.37,0.30,9.35,2.60,-10.04,-10.04,0.96,0.36,0.3
20,6,11,2.33,"10,370.96","10,665.24",107.42,20.19,43.21,1.45,1096,466,630,42.52,1.27,0.30,5.04,3.33,-6.06,-6.06,0.96,0.31,0.3
10,7,28,2.02,"13,622.00","14,192.32",172.44,28.72,43.91,2.35,950,246,704,25.89,1.34,0.30,9.08,2.78,-10.34,-10.34,0.96,0.30,0.3
20,10,21,1.72,"12,733.08","13,570.88",154.66,26.57,43.21,2.11,808,317,491,39.23,1.31,0.30,6.07,2.64,-10.07,-10.07,0.96,0.35,0.3
30,6,22,1.83,"12,122.36","12,629.16",142.45,25.01,43.59,1.90,861,243,618,28.22,1.37,0.30,9.34,2.78,-9.00,-9.00,0.96,0.34,0.3
30,6,11,2.23,"10,479.24","10,711.04",109.58,20.51,43.59,1.45,1049,450,599,42.90,1.29,0.30,5.36,3.54,-5.78,-5.78,0.96,0.31,0.3
20,5,25,1.93,"12,250.32","12,898.08",145.01,25.34,43.21,1.90,907,207,700,22.82,1.39,0.30,11.52,3.05,-8.32,-8.32,0.96,0.33,0.3
15,6,29,1.84,"12,946.16","13,445.16",158.92,27.10,43.82,2.19,866,200,666,23.09,1.38,0.30,11.06,2.41,-11.24,-11.24,0.96,0.33,0.3
15,6,30,1.83,"13,264.84","13,688.84",165.30,27.88,43.82,2.26,859,195,664,22.70,1.40,0.30,11.67,2.56,-10.88,-10.88,0.96,0.33,0.3
20,5,26,1.88,"12,312.60","12,842.88",146.25,25.50,43.21,1.93,885,197,688,22.26,1.41,0.30,12.02,2.84,-8.97,-8.97,0.96,0.34,0.3
25,9,23,1.65,"12,890.24","13,054.72",157.80,26.96,43.28,2.15,774,273,501,35.27,1.34,0.30,7.32,3.12,-8.64,-8.64,0.96,0.36,0.3
10,8,28,1.94,"13,911.60","14,480.72",178.23,29.40,43.91,2.51,910,258,652,28.35,1.33,0.30,8.36,2.46,-11.94,-11.94,0.96,0.31,0.3
15,7,11,2.36,"10,836.08","11,302.88",116.72,21.53,43.82,1.55,1108,511,597,46.12,1.27,0.30,4.63,2.87,-7.50,-7.50,0.96,0.30,0.3
15,7,24,1.87,"12,360.04","13,276.56",147.20,25.63,43.82,2.05,879,253,626,28.78,1.32,0.30,8.10,2.57,-9.96,-9.96,0.96,0.33,0.3
25,9,29,1.52,"13,502.16","14,058.80",170.04,28.46,43.28,2.38,716,219,497,30.59,1.37,0.30,8.85,2.33,-12.20,-12.20,0.96,0.37,0.3
15,5,10,2.54,"10,246.92","10,418.24",104.94,19.83,43.82,1.37,1192,487,705,40.86,1.28,0.30,5.42,4.43,-4.48,-4.48,0.96,0.29,0.3
15,10,23,1.74,"13,080.68","13,556.00",161.61,27.43,43.82,2.27,818,303,515,37.04,1.31,0.30,6.34,2.46,-11.16,-11.16,0.96,0.34,0.3
15,6,11,2.43,"10,696.40","11,021.92",113.93,21.13,43.82,1.48,1140,486,654,42.63,1.28,0.30,5.13,3.21,-6.59,-6.59,0.96,0.30,0.3
10,8,29,1.91,"13,805.24","14,434.28",176.10,29.15,43.91,2.49,899,248,651,27.59,1.33,0.30,8.44,2.46,-11.85,-11.85,0.96,0.31,0.3
10,8,30,1.89,"14,276.40","14,815.44",185.53,30.25,43.91,2.54,890,242,648,27.19,1.35,0.30,9.02,2.57,-11.77,-11.77,0.96,0.31,0.3
25,10,16,1.85,"11,692.44","12,215.20",133.85,23.88,43.28,1.84,869,394,475,45.34,1.27,0.30,4.79,2.93,-8.15,-8.15,0.96,0.34,0.3
30,10,16,1.82,"11,787.32","12,388.84",135.75,24.13,43.59,1.85,857,390,467,45.51,1.28,0.30,4.93,3.12,-7.74,-7.74,0.96,0.35,0.3
10,6,30,2.07,"13,334.72","13,766.16",166.69,28.03,43.91,2.32,972,215,757,22.12,1.35,0.30,10.50,2.33,-12.01,-12.01,0.96,0.30,0.3
10,4,9,3.01,"9,590.40","9,810.72",91.81,17.83,43.91,1.25,1415,533,882,37.67,1.25,0.30,5.00,2.43,-7.34,-7.34,0.96,0.26,0.3
15,8,29,1.68,"13,490.40","14,283.24",169.81,28.43,43.82,2.35,790,222,568,28.10,1.36,0.30,9.20,2.07,-13.74,-13.74,0.96,0.35,0.3
30,10,23,1.58,"13,128.68","13,501.52",162.57,27.55,43.59,2.19,743,280,463,37.69,1.34,0.30,6.99,2.84,-9.70,-9.70,0.96,0.36,0.3
20,8,30,1.60,"13,738.76","14,451.60",174.78,29.02,43.21,2.36,751,209,542,27.83,1.39,0.30,9.99,2.38,-12.17,-12.17,0.96,0.35,0.3
25,5,25,1.87,"12,182.56","12,804.08",143.65,25.17,43.28,1.89,881,202,679,22.93,1.40,0.30,11.73,3.23,-7.80,-7.80,0.96,0.34,0.3
