Short EMA,Long EMA,Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Profit Factor,Total Trades,Winning Trades,Losing Trades,Win Rate (%),Exposure Time (%)
45,70,242.44000000000023,8.671759814657264,159.97451958806667,17.41373498407842,0.4148881793752319,0.15671340790069027,6.97297505865942,-34.76851673216944,-15.468247178028308,1.9309691233438089,75,34,41,45.33333333333333,66.89851406892191
45,80,201.58960000000033,7.743114049193456,159.97451958806667,17.888897430228393,0.37648054865849756,0.12653357649020613,5.773866609749802,-34.91414222482978,-18.206827469566754,1.8118242503125044,73,32,41,43.83561643835616,67.10717673095162
45,90,217.2138000000003,8.111403979235842,159.97451958806667,19.632681309169946,0.369389810517728,0.15035002403140416,5.675912801188123,-38.269403989880104,-18.32926108628654,1.9143264847390427,69,29,40,42.028985507246375,67.30319317104015
45,100,209.9890000000003,7.943255745700695,159.97451958806667,19.32657221993258,0.36888716035454655,0.13872789001423325,5.833345263160691,-35.99804066564399,-17.449106117990635,2.0198997725990067,70,29,41,41.42857142857143,67.52450205501107
45,110,215.7382000000003,8.077353481260863,159.97451958806667,19.958433389826475,0.371367704332098,0.1256024653787424,5.354482129079156,-40.2911420375031,-17.44653564740732,2.031289825739534,66,29,37,43.93939393939394,67.9734429339235
45,120,224.11260000000027,8.268664632628852,159.97451958806667,18.928757955588036,0.3940743890966355,0.13323556282685164,7.0820791062470265,-31.645029183917607,-13.993778417416541,2.1150268914837835,63,28,35,44.44444444444444,68.37812203604173
45,130,243.91160000000016,8.703247817098658,159.97451958806667,19.398550292465877,0.4047504069205917,0.14975631094116373,9.882737534212817,-24.6805704548571,-13.643829921408903,2.382963426637819,58,27,31,46.55172413793103,68.7385393613658
45,140,234.7364000000002,8.504837156070245,159.97451958806667,20.686999772808772,0.38466926774177856,0.15179904843612066,8.662873920953635,-27.096827466485824,-14.541581534485006,2.2385942473131903,57,24,33,42.10526315789473,69.04837179892507
45,150,234.03540000000015,8.489470468038117,159.97451958806667,19.142302056009026,0.40736716248487415,0.18570179176924823,10.364439070066425,-22.580614196085023,-12.820529493613947,2.370678476926303,52,23,29,44.230769230769226,69.4783433449257
45,160,223.96020000000024,8.265224471646103,159.97451958806667,18.366494909431587,0.41288408473471255,0.1848804363064979,9.407402757135293,-23.806804681571833,-12.58849417890179,2.350425278665157,51,22,29,43.13725490196079,69.71229845083782
45,170,225.98500000000024,8.310808100163737,159.97451958806667,18.62447216373285,0.4128103830659115,0.1950183613204057,8.980622654328696,-25.16362269057976,-12.692773235523209,2.479253725872164,50,23,27,46.0,69.88302244704394
45,180,231.61020000000016,8.436074457156483,159.97451958806667,19.41953562757317,0.4087670750717804,0.17788067712583522,8.133074448586726,-28.47757037810551,-13.198556277355866,2.5081813280267147,51,22,29,43.13725490196079,70.04110022130888
45,190,241.7848000000002,8.657699808246356,159.97451958806667,19.522509591583017,0.4176578275390168,0.19960325898192025,7.628358425948534,-31.6955216967189,-14.496831265774807,2.64150707698324,49,21,28,42.857142857142854,70.2813784381916
45,200,220.4850000000002,8.186365612408576,159.97451958806667,20.025822201133813,0.39680609995899263,0.20159049117867958,6.780630792344271,-32.51688622376265,-15.898809050114068,2.3244808342694445,50,20,30,40.0,70.5026873221625
45,210,191.31040000000024,7.490984370599918,159.97451958806667,21.7844727477827,0.35747818526186315,0.16966899248691406,5.159242325285291,-37.081103762541595,-18.935504156728346,1.997742814347524,52,18,34,34.61538461538461,70.761934871957
45,220,186.33480000000023,7.365948085464025,159.97451958806667,24.10158982242402,0.33446174020678104,0.18271863928140217,5.3539676271937005,-34.80312414546074,-18.819506544536154,1.9730591799838957,49,18,31,36.734693877551024,71.0464748656339
45,230,205.93360000000018,7.847263119689707,159.97451958806667,21.165791094962376,0.3777824859627199,0.22607983548879065,7.2037364643155,-28.58705354091101,-14.878152896665434,2.228204859056817,43,20,23,46.51162790697674,71.39424596901675
45,240,201.3834000000002,7.738135623760423,159.97451958806667,23.155100471401312,0.3586179288617985,0.1943483292654582,6.138367948371018,-32.807319745868725,-17.149839193589003,2.1440912530593046,42,19,23,45.23809523809524,71.61555485298767
45,250,209.20820000000018,7.924865341679599,159.97451958806667,21.760285901388738,0.38073390259477646,0.1814957073250086,7.4322025081884835,-28.148883156709402,-15.637191272271043,2.2920434979162607,41,18,23,43.90243902439025,71.91274106860575
45,260,204.15840000000017,7.804869680953841,159.97451958806667,21.71527857671613,0.38088516678761886,0.19364137027299064,7.4894162138919045,-27.25958795310542,-14.447320290494336,2.243012868596145,42,16,26,38.095238095238095,72.22889661713563
