Start Date,End Date,Exposure Time (%),Final Account Balance,Equity Peak,Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown ($),Average Drawdown ($),Max Drawdown Duration (days),Average Drawdown Duration (days),Stop Loss Points,Take Profit Points
2015-01-01,2024-12-24,0.24881730402425015,15988.218,16182.197,219.76436,12.357163,152.57272,6.171205898020434,8714,2346,6367,26.922194170300667,1.1648318218373066,1.5631497351452006,0.13462056837882688,21.26044897785898,-10.336769404511372,-2.4080204532265435,1250.1416015625,221.1719231939526,604.6159722222222,2.4440040179261318,3,10
2015-01-01,2024-12-24,0.23476886317275472,19121.754,19229.24,282.4351,14.390945,152.57272,5.973745736879961,8222,2109,6112,25.650693261980052,1.2012998410058726,1.8556355232495245,0.17617623632002513,22.850986017969216,-12.359864422884467,-2.4951778755742833,1176.5234375,235.37142950940836,648.025,2.0159306268618877,3,11
2015-01-01,2024-12-24,0.2226906304894568,20187.049,20247.586,303.74097,15.014256,152.57272,6.23319656459977,7799,1891,5907,24.24669829465316,1.216980817291232,1.8507089925568878,0.17493049187290796,24.948573752643455,-12.174682601432949,-2.229401054049429,806.064453125,201.1405359980334,638.0958333333333,1.9334221940373293,3,12
2015-01-01,2024-12-24,0.20955590936813998,20632.277,20917.861,312.64557,15.266026,152.57272,6.3455047459520255,7339,1685,5653,22.959531271290366,1.2285443733070136,1.8469372186520492,0.1778083540225729,25.146994823187992,-12.43272092931623,-2.186358099339986,847.3828125,196.39719024753933,644.9902777777778,1.855335980268303,3,13
2015-01-01,2024-12-24,0.19633552702211887,23827.79,24171.037,376.5558,16.941738,152.57272,6.284850109141547,6876,1535,5340,22.324025596276904,1.276792652321559,2.0493188895707517,0.19440535523972263,38.2497771779389,-9.844653065064033,-1.8269352874524776,727.8857421875,180.95535902663332,623.5381944444445,1.5282663913913914,3,14
2015-01-01,2024-12-24,0.18916853788853077,23608.926,23960.703,372.1785,16.833628,152.57272,6.353273484599985,6625,1402,5222,21.162264150943397,1.278457448484614,2.0193758117434837,0.19577944250826773,40.01863806282582,-9.300129023135792,-1.5757557408864575,642.32421875,160.4531147368674,622.6222222222223,1.5314203176753989,3,15
2015-01-01,2024-12-24,0.18048820045183442,25296.848,25638.672,405.93695,17.64511,152.57272,6.420411997234381,6321,1294,5026,20.471444391710172,1.3084039460680352,2.0860418464160375,0.20715791364032526,40.815323534867396,-9.945699691362561,-1.7182881728284947,693.740234375,172.60784997183856,596.7020833333333,1.475285126074916,3,16
2015-01-01,2024-12-24,0.17326410383511015,26075.654,26351.596,421.5131,18.003214,152.57272,6.678976291040198,6068,1196,4871,19.70995385629532,1.3263908908018096,2.044561750224905,0.2073395481277154,30.629589611901284,-13.761630416270238,-2.4019889513196317,982.40234375,222.06399693954447,647.0055555555556,1.5014693648726853,3,17
2015-01-01,2024-12-24,0.166439759600339,25540.38,25693.686,410.80762,17.758142,152.57272,7.227106763131405,5829,1097,4731,18.819694630296794,1.3268229966211365,1.8689660741687912,0.18377778480685222,28.74346565558919,-14.292208953154475,-2.702008332351089,956.318359375,230.81085627832672,647.0736111111111,1.6041474552784076,3,18
2015-01-01,2024-12-24,0.16058624257888257,25664.473,25842.146,413.28946,17.815363,152.57272,7.605440545152985,5624,1018,4605,18.100995732574678,1.3357250706992925,1.7857556648048654,0.17418028269386382,22.81838097258477,-18.11212897729527,-3.1276879973494904,1181.357421875,255.01486313239306,647.1118055555555,1.6014039855072462,3,19
2015-01-01,2024-12-24,0.15533235413035584,27073.242,27133.486,441.46484,18.448114,152.57272,7.673627273803962,5440,960,4479,17.647058823529413,1.3636663522426113,1.8265949563831299,0.17955529782716367,29.05438141669149,-15.194432723196174,-2.7064253423282656,1003.955078125,236.3964950842591,647.06875,1.571101305012828,3,20
2015-01-01,2024-12-24,0.14965015955830788,26704.684,26744.928,434.09366,18.285488,152.57272,7.860580611887645,5241,890,4350,16.981492081663806,1.36721559798323,1.770843247291708,0.1752031395993394,29.21062533296066,-14.860813608034723,-2.877991966342357,966.474609375,243.78015392553795,647.0694444444445,1.5831705582996556,3,21
2015-01-01,2024-12-24,0.14462470104232578,28388.164,28457.123,467.76328,19.012524,152.57272,7.907219627833877,5065,845,4219,16.683119447186577,1.4025038604445021,1.823582256357951,0.18426316775330734,29.631085412738617,-15.786234916166439,-2.8933784262168385,971.474609375,247.71329854775462,644.0743055555556,1.558227229111308,3,22
2015-01-01,2024-12-24,0.1385427540883247,30742.81,30840.578,514.8562,19.966877,152.57272,7.854978084591665,4852,804,4047,16.570486397361915,1.4547618375494775,1.91705712749796,0.19631766392112285,34.29178169218879,-15.013982236133048,-2.8220259021748713,915.908203125,242.70406063884334,733.7381944444444,1.3847167041892907,3,23
2015-01-01,2024-12-24,0.13608713231346983,29949.28,30032.047,498.98557,19.652832,152.57272,8.131976921491434,4766,758,4007,15.90432228283676,1.445773970153253,1.8283467551270483,0.1872598412613611,29.967307841020183,-16.65099740799939,-2.707538506459569,896.787109375,235.42887243134578,622.5881944444444,1.4110554430949167,3,24
2015-01-01,2024-12-24,0.13131865747160043,30431.879,30575.135,508.63757,19.8447,152.57272,8.188552243539537,4599,715,3883,15.546858012611436,1.4662504816417596,1.8321383541530067,0.18660905148513113,31.901197565880953,-15.944152948859413,-2.8945567300547355,926.806640625,246.0131766186221,784.1479166666667,1.4172444694797213,3,25
2015-01-01,2024-12-24,0.12772088603402235,31123.043,31236.441,522.4608,20.11478,152.57272,8.199817355633666,4473,681,3791,15.224681421864519,1.48791959882616,1.8520396232406118,0.18540808465809583,37.807698095184655,-13.81890042906977,-2.5780078293891187,800.3125,234.74285271892734,622.8902777777778,1.3626025080483772,3,26
2015-01-01,2024-12-24,0.12480840439407818,32284.453,32367.148,545.6891,20.556677,152.57272,8.233937889355163,4371,655,3715,14.985129261038663,1.5168272005748618,1.8808546288672472,0.18669602763251197,41.105799543261575,-13.27523349447941,-2.3344748124571635,738.26171875,214.9793020415844,453.59583333333336,1.2679050116550117,3,27
2015-01-01,2024-12-24,0.12229567513608713,33732.652,33799.926,574.6531,21.088087,152.57272,8.238586105082197,4283,634,3648,14.802708381975252,1.5507931615859,1.9230994365164014,0.18714616025089156,42.24777986028727,-13.601970992848466,-2.643626719013498,864.521484375,234.88561489753494,737.0798611111111,1.2411163709261244,3,28
2015-01-01,2024-12-24,0.11964017717025568,34092.848,34231.598,581.857,21.217072,152.57272,8.224844257490828,4190,607,3582,14.48687350835322,1.5663511683820546,1.9402963251116636,0.1920001635624381,38.27109713504201,-15.20356190928592,-2.5796767955307907,984.560546875,233.94398977739124,783.5638888888889,1.23521054964539,3,29
2015-01-01,2024-12-24,0.19673527940407198,29622.715,29661.312,492.45428,19.521416,152.57272,5.681106027873965,6890,2442,4447,35.44267053701016,1.3150460058022795,2.5732107747422246,0.260719516398638,51.59396919310451,-9.544803246767547,-1.3751561397622751,656.0546875,132.71966354809626,444.49444444444447,1.1609545936592989,4,10
2015-01-01,2024-12-24,0.18471415420391027,31499.955,31582.863,529.9991,20.259785,152.57272,5.650483311316782,6469,2185,4283,33.7764724068635,1.3454076726526607,2.6744540350318764,0.2752453854101928,58.542358088584166,-9.053258218103906,-1.4575835277562652,643.505859375,141.07822215992422,544.0006944444444,1.0846476142967165,4,11
2015-01-01,2024-12-24,0.17229327662179542,34062.457,34132.355,581.24915,21.206236,152.57272,5.763080105530788,6034,1965,4068,32.56546237984753,1.3910192268523456,2.734308924572279,0.2692730543755697,62.92163853041101,-9.237667026533101,-1.6389447903977266,677.255859375,157.03087176308085,579.9666666666667,1.037298407418607,4,12
2015-01-01,2024-12-24,0.16175694598317386,34129.395,34169.324,582.5879,21.23009,152.57272,6.019039156207326,5665,1758,3906,31.032656663724623,1.4052348343825392,2.6223685312165887,0.2569425085784395,58.75647819637152,-9.915296295974688,-1.5792023400814519,724.814453125,154.6900140277526,523.8805555555556,1.0407813969501545,4,13
2015-01-01,2024-12-24,0.1535049146699987,35197.24,35239.645,603.94476,21.605038,152.57272,6.178277853158503,5376,1604,3771,29.836309523809522,1.4311772736132604,2.596814506759647,0.2554975269823067,65.04128315362493,-9.285560399494274,-1.512465177634397,688.173828125,153.9793754217788,500.80347222222224,1.0184257055985195,4,14
2015-01-01,2024-12-24,0.14725164526658915,35233.75,35261.156,604.675,21.617676,152.57272,6.107995735245699,5157,1471,3685,28.524335854178783,1.439934243428915,2.626852239173057,0.26474906684567223,74.21045056670121,-8.148110989428368,-1.2532112409093854,610.693359375,137.5578711506637,488.65069444444447,0.9951743464526319,4,15
2015-01-01,2024-12-24,0.13979911871732023,35931.883,35986.773,618.63763,21.857082,152.57272,6.461566711755366,4896,1349,3546,27.553104575163403,1.464521053442561,2.5110997227042713,0.25346352243658005,82.19446313022627,-7.5265122578536,-1.2949032563229221,550.830078125,139.35748023910583,493.4916666666667,1.007019436226167,4,16
2015-01-01,2024-12-24,0.1361156860550379,35966.824,35980.473,619.3365,21.868956,152.57272,6.782409378149028,4767,1259,3507,26.410740507656804,1.4690642577712214,2.3967417953667742,0.23828291920987982,55.558891102334606,-11.147387475312327,-2.1166171308581303,825.41015625,199.31856326245256,644.0465277777778,1.0535412419300034,4,17
2015-01-01,2024-12-24,0.13166130237041743,35675.26,35687.76,613.50525,21.769571,152.57272,7.277723500560876,4611,1169,3441,25.352418130557364,1.4725888130085978,2.2292863415138457,0.21920909309903497,46.18493827351471,-13.28366502062122,-2.4650894133763996,911.689453125,212.57096736469293,642.0631944444444,1.103815268987342,4,18
