date,ret,nav,gross_exposure,turnover,cost,n_positions
2026-05-31,0.0,1.0,0.0,1.8754068249943976,0.02968557124541693,0
2026-06-01,-0.00036599999999997745,0.999634,1.3715873063408837,0.6992079301830134,0.0,46
2026-06-02,0.008168989850285246,1.0078,1.8734455838375585,0.19937884480156937,0.0002212002474428362,65
