Rolling Window,Stop Loss Points,Take Profit Points,Exposure Time (%),Final Account Balance ($),Equity Peak ($),Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Sharpe Ratio Float
11,7,13,2.47,"11,289.12","11,870.88",125.78,22.77,43.94,1.69,1162,484,678,41.65,1.26,0.30,4.81,2.66,-8.57,-8.57,0.96,0.29,0.3
15,4,8,2.75,"9,237.92","9,543.32",84.76,16.74,43.82,1.16,1292,528,764,40.87,1.26,0.30,4.99,3.10,-5.39,-5.39,0.96,0.28,0.3
11,7,14,2.42,"11,287.64","11,833.16",125.75,22.77,43.94,1.72,1139,453,686,39.77,1.25,0.30,4.94,2.62,-8.69,-8.69,0.96,0.29,0.3
13,7,12,2.37,"11,214.88","11,792.92",124.30,22.57,43.91,1.62,1113,490,623,44.03,1.28,0.30,4.93,2.84,-7.96,-7.96,0.96,0.30,0.3
17,4,9,2.65,"9,452.44","9,655.36",89.05,17.41,43.38,1.20,1244,475,769,38.18,1.27,0.30,5.51,3.82,-4.56,-4.56,0.96,0.29,0.3
12,10,16,2.12,"11,996.20","12,675.56",139.92,24.66,43.98,1.94,995,446,549,44.82,1.25,0.30,4.38,3.08,-7.99,-7.99,0.96,0.30,0.3
12,7,14,2.35,"11,223.56","11,874.08",124.47,22.59,43.98,1.69,1106,441,665,39.87,1.26,0.30,5.03,2.79,-8.09,-8.09,0.96,0.30,0.3
14,9,15,2.11,"11,689.92","12,369.28",133.80,23.85,43.91,1.84,992,438,554,44.15,1.26,0.30,4.66,3.28,-7.26,-7.26,0.96,0.32,0.3
12,4,9,2.85,"9,405.88","9,604.96",88.12,17.25,43.98,1.23,1338,505,833,37.74,1.25,0.29,5.08,3.15,-5.47,-5.47,0.96,0.27,0.29
16,4,8,2.73,"9,030.32","9,335.72",80.61,16.07,43.48,1.16,1282,521,761,40.64,1.25,0.29,4.78,2.99,-5.37,-5.37,0.96,0.28,0.29
14,6,11,2.46,"10,397.80","10,700.80",107.96,20.25,43.91,1.51,1155,488,667,42.25,1.26,0.29,4.81,2.93,-6.91,-6.91,0.96,0.29,0.29
12,8,11,2.43,"10,967.68","11,590.68",119.35,21.88,43.98,1.65,1143,559,584,48.91,1.25,0.29,4.02,2.69,-8.14,-8.14,0.96,0.29,0.29
10,10,16,2.23,"12,038.00","12,508.60",140.76,24.77,43.91,2.02,1050,468,582,44.57,1.24,0.29,4.18,3.37,-7.35,-7.35,0.96,0.30,0.29
12,7,12,2.44,"10,873.96","11,560.72",117.48,21.62,43.98,1.65,1146,499,647,43.54,1.25,0.29,4.53,2.47,-8.74,-8.74,0.96,0.29,0.29
16,5,10,2.52,"9,958.08","10,129.40",99.16,18.97,43.48,1.38,1183,480,703,40.57,1.27,0.29,5.16,4.28,-4.43,-4.43,0.96,0.30,0.29
12,9,15,2.20,"11,714.08","12,458.40",134.28,23.92,43.98,1.87,1033,454,579,43.95,1.25,0.29,4.50,3.15,-7.58,-7.58,0.96,0.30,0.29
16,6,11,2.41,"10,297.56","10,623.08",105.95,19.98,43.48,1.47,1131,478,653,42.26,1.26,0.29,4.82,2.89,-6.90,-6.90,0.96,0.30,0.29
11,5,11,2.70,"10,395.20","10,679.36",107.90,20.25,43.94,1.46,1270,484,786,38.11,1.26,0.29,5.29,3.09,-6.56,-6.56,0.96,0.28,0.29
11,10,16,2.16,"11,960.16","12,509.52",139.20,24.57,43.94,1.98,1016,454,562,44.69,1.24,0.29,4.27,3.48,-7.06,-7.06,0.96,0.30,0.29
19,9,13,2.10,"11,217.36","11,728.00",124.35,22.59,43.44,1.76,986,471,515,47.77,1.26,0.29,4.33,3.02,-7.47,-7.47,0.96,0.33,0.29
10,7,14,2.50,"11,065.52","11,683.52",121.31,22.15,43.91,1.73,1177,464,713,39.42,1.23,0.29,4.62,2.17,-10.19,-10.19,0.96,0.28,0.29
17,5,10,2.49,"9,999.20","10,144.28",99.98,19.09,43.38,1.37,1170,476,694,40.68,1.27,0.29,5.26,4.31,-4.43,-4.43,0.96,0.30,0.29
11,4,9,2.92,"9,463.72","9,684.04",89.27,17.44,43.94,1.24,1372,517,855,37.68,1.25,0.29,5.02,2.86,-6.09,-6.09,0.96,0.27,0.29
10,6,13,2.63,"10,878.60","11,446.56",117.57,21.63,43.91,1.62,1235,468,767,37.89,1.25,0.29,4.99,2.33,-9.30,-9.30,0.96,0.28,0.29
14,4,8,2.78,"9,219.32","9,447.20",84.39,16.66,43.91,1.18,1307,533,774,40.78,1.26,0.29,4.91,3.54,-4.71,-4.71,0.96,0.28,0.29
13,9,13,2.22,"11,569.20","12,201.04",131.38,23.53,43.91,1.83,1045,499,546,47.75,1.26,0.29,4.32,2.47,-9.51,-9.51,0.96,0.31,0.29
16,10,15,2.03,"11,514.56","12,367.68",130.29,23.40,43.48,1.87,956,444,512,46.44,1.25,0.29,4.23,2.89,-8.09,-8.09,0.96,0.32,0.29
11,9,15,2.26,"11,785.60","12,409.92",135.71,24.11,43.94,1.91,1060,465,595,43.87,1.25,0.29,4.43,3.63,-6.65,-6.65,0.96,0.30,0.29
18,5,10,2.47,"9,909.12","10,054.20",98.18,18.82,43.46,1.37,1162,472,690,40.62,1.27,0.29,5.20,3.51,-5.36,-5.36,0.96,0.30,0.29
20,9,13,2.08,"11,257.28","11,767.92",125.15,22.70,43.21,1.75,978,468,510,47.85,1.27,0.29,4.40,3.07,-7.40,-7.40,0.96,0.33,0.29
16,9,14,2.11,"11,339.92","11,953.04",126.80,22.93,43.48,1.82,992,454,538,45.77,1.25,0.29,4.40,3.26,-7.04,-7.04,0.96,0.32,0.29
19,7,11,2.28,"10,556.96","10,997.12",111.14,20.73,43.44,1.53,1071,493,578,46.03,1.27,0.29,4.56,3.09,-6.71,-6.71,0.96,0.31,0.29
16,9,12,2.19,"11,027.80","11,677.16",120.56,22.07,43.48,1.72,1030,511,519,49.61,1.25,0.29,4.02,2.51,-8.78,-8.78,0.96,0.31,0.29
13,5,10,2.60,"10,134.72","10,310.16",102.69,19.48,43.91,1.39,1222,496,726,40.59,1.27,0.29,5.18,3.72,-5.24,-5.24,0.96,0.29,0.29
19,6,11,2.35,"10,237.28","10,531.56",104.75,19.80,43.44,1.46,1103,467,636,42.34,1.26,0.29,4.88,3.11,-6.36,-6.36,0.96,0.30,0.29
20,4,8,2.65,"8,916.20","9,179.12",78.32,15.70,43.21,1.15,1245,506,739,40.64,1.25,0.28,4.79,3.08,-5.09,-5.09,0.96,0.28,0.28
19,8,10,2.28,"10,553.20","10,747.52",111.06,20.72,43.44,1.59,1070,552,518,51.59,1.26,0.28,4.00,2.84,-7.29,-7.29,0.96,0.31,0.28
18,4,8,2.68,"8,936.36","9,220.52",78.73,15.76,43.46,1.15,1261,512,749,40.60,1.25,0.28,4.75,2.96,-5.33,-5.33,0.96,0.28,0.28
12,9,13,2.29,"11,282.00","12,006.32",125.64,22.75,43.98,1.85,1075,509,566,47.35,1.24,0.28,4.02,2.92,-7.80,-7.80,0.96,0.30,0.28
17,6,11,2.38,"10,077.44","10,371.72",101.55,19.32,43.38,1.48,1119,471,648,42.09,1.25,0.28,4.67,2.96,-6.53,-6.53,0.96,0.30,0.28
10,5,10,2.84,"9,820.84","10,052.48",96.42,18.54,43.91,1.43,1334,531,803,39.81,1.23,0.28,4.47,2.57,-7.22,-7.22,0.96,0.27,0.28
20,9,12,2.12,"10,722.48","11,233.12",114.45,21.20,43.21,1.71,998,494,504,49.50,1.25,0.28,3.94,2.45,-8.66,-8.66,0.96,0.32,0.28
10,7,13,2.55,"10,984.48","11,602.48",119.69,21.93,43.91,1.72,1198,494,704,41.24,1.23,0.28,4.45,2.29,-9.56,-9.56,0.96,0.28,0.28
10,9,15,2.33,"11,487.20","12,084.00",129.74,23.31,43.91,1.95,1095,476,619,43.47,1.23,0.28,4.10,3.49,-6.68,-6.68,0.96,0.29,0.28
16,9,11,2.24,"10,616.80","11,214.88",112.34,20.90,43.48,1.64,1055,544,511,51.56,1.24,0.28,3.66,2.47,-8.45,-8.45,0.96,0.31,0.28
20,8,10,2.26,"10,530.64","10,724.96",110.61,20.65,43.21,1.59,1064,549,515,51.60,1.26,0.28,4.00,3.00,-6.88,-6.88,0.96,0.31,0.28
14,7,11,2.39,"10,508.72","10,958.00",110.17,20.57,43.91,1.58,1122,513,609,45.72,1.25,0.28,4.32,2.64,-7.78,-7.78,0.96,0.30,0.28
18,9,13,2.11,"11,159.92","11,716.80",123.20,22.43,43.46,1.77,992,473,519,47.68,1.26,0.28,4.27,3.00,-7.47,-7.47,0.96,0.32,0.28
12,6,12,2.53,"10,488.12","11,034.84",109.76,20.52,43.98,1.57,1187,473,714,39.85,1.25,0.28,4.80,2.45,-8.38,-8.38,0.96,0.29,0.28
17,4,8,2.70,"8,903.96","9,188.12",78.08,15.66,43.38,1.16,1271,515,756,40.52,1.24,0.28,4.68,2.90,-5.39,-5.39,0.96,0.28,0.28
12,4,8,2.90,"9,049.88","9,345.20",81.00,16.12,43.98,1.19,1363,550,813,40.35,1.23,0.28,4.53,2.49,-6.47,-6.47,0.96,0.27,0.28
11,8,12,2.45,"11,174.00","11,802.04",123.48,22.45,43.94,1.79,1150,536,614,46.61,1.24,0.28,4.14,3.06,-7.35,-7.35,0.96,0.29,0.28
11,8,14,2.36,"11,377.32","11,954.12",127.55,23.01,43.94,1.85,1107,473,634,42.73,1.24,0.28,4.48,3.45,-6.67,-6.67,0.96,0.29,0.28
17,7,11,2.31,"10,337.12","10,777.28",106.74,20.09,43.38,1.56,1087,497,590,45.72,1.25,0.28,4.32,2.80,-7.18,-7.18,0.96,0.31,0.28
17,9,13,2.13,"11,183.76","11,740.64",123.68,22.50,43.38,1.77,1001,477,524,47.65,1.26,0.28,4.25,2.99,-7.53,-7.53,0.96,0.32,0.28
18,6,11,2.36,"10,188.60","10,482.88",103.77,19.65,43.46,1.48,1110,469,641,42.25,1.26,0.28,4.81,3.04,-6.46,-6.46,0.96,0.30,0.28
18,7,11,2.29,"10,393.28","10,833.44",107.87,20.26,43.46,1.55,1078,494,584,45.83,1.25,0.28,4.40,2.83,-7.15,-7.15,0.96,0.31,0.28
14,5,10,2.57,"9,928.32","10,051.28",98.57,18.86,43.91,1.42,1207,488,719,40.43,1.26,0.28,5.03,3.16,-5.96,-5.96,0.96,0.29,0.28
19,9,12,2.14,"10,726.32","11,283.20",114.53,21.22,43.44,1.71,1007,498,509,49.45,1.24,0.28,3.90,2.61,-8.14,-8.14,0.96,0.32,0.28
15,9,12,2.21,"11,044.16","11,693.52",120.88,22.11,43.82,1.74,1041,516,525,49.57,1.25,0.28,3.99,2.38,-9.29,-9.29,0.96,0.31,0.28
14,9,13,2.20,"11,417.84","12,003.44",128.36,23.12,43.91,1.82,1034,493,541,47.68,1.26,0.28,4.27,2.73,-8.47,-8.47,0.96,0.31,0.28
13,6,11,2.49,"10,300.44","10,665.92",106.01,19.97,43.91,1.51,1169,492,677,42.09,1.25,0.28,4.67,2.76,-7.23,-7.23,0.96,0.29,0.28
10,8,13,2.48,"11,052.92","11,712.20",121.06,22.12,43.91,1.87,1167,516,651,44.22,1.23,0.27,4.02,2.23,-9.91,-9.91,0.96,0.28,0.27
10,7,12,2.59,"10,544.68","11,172.68",110.89,20.68,43.91,1.71,1218,523,695,42.94,1.22,0.27,4.03,1.72,-12.02,-12.02,0.96,0.28,0.27
19,8,9,2.34,"9,829.76","10,312.28",96.60,18.58,43.44,1.47,1101,591,510,53.68,1.23,0.27,3.39,2.20,-8.44,-8.44,0.96,0.31,0.27
19,9,11,2.19,"10,272.80","10,778.40",105.46,19.90,43.44,1.65,1030,529,501,51.36,1.23,0.27,3.52,2.54,-7.84,-7.84,0.96,0.32,0.27
20,9,14,2.05,"10,725.88","11,200.28",114.52,21.21,43.21,1.82,963,437,526,45.38,1.24,0.27,4.10,2.90,-7.32,-7.32,0.96,0.32,0.27
20,9,11,2.17,"10,342.72","10,802.08",106.85,20.11,43.21,1.64,1022,526,496,51.47,1.23,0.27,3.59,2.73,-7.37,-7.37,0.96,0.32,0.27
15,8,10,2.36,"10,294.84","10,571.64",105.90,19.97,43.82,1.64,1109,567,542,51.13,1.24,0.27,3.68,2.09,-9.55,-9.55,0.96,0.30,0.27
12,5,10,2.68,"9,640.08","9,845.48",92.80,17.98,43.98,1.42,1258,502,756,39.90,1.23,0.27,4.56,2.75,-6.54,-6.54,0.96,0.28,0.27
11,9,13,2.35,"10,977.28","11,637.84",119.55,21.91,43.94,1.89,1103,518,585,46.96,1.22,0.27,3.73,2.44,-8.99,-8.99,0.96,0.30,0.27
10,8,14,2.44,"10,937.72","11,597.00",118.75,21.80,43.91,1.87,1147,484,663,42.20,1.22,0.27,4.03,2.30,-9.48,-9.48,0.96,0.28,0.27
13,7,11,2.42,"10,361.36","10,883.12",107.23,20.15,43.91,1.61,1136,517,619,45.51,1.24,0.27,4.15,2.51,-8.02,-8.02,0.96,0.30,0.27
11,7,12,2.51,"10,519.32","11,111.08",110.39,20.61,43.94,1.71,1182,509,673,43.06,1.23,0.27,4.13,2.00,-10.32,-10.32,0.96,0.29,0.27
17,9,12,2.17,"10,662.72","11,265.84",113.25,21.03,43.38,1.73,1022,504,518,49.32,1.24,0.27,3.80,2.61,-8.05,-8.05,0.96,0.32,0.27
18,9,12,2.16,"10,658.88","11,262.00",113.18,21.02,43.46,1.72,1013,500,513,49.36,1.24,0.27,3.84,2.56,-8.21,-8.21,0.96,0.32,0.27
11,6,12,2.60,"10,235.96","10,692.68",104.72,19.78,43.94,1.61,1221,482,739,39.48,1.23,0.27,4.46,2.15,-9.21,-9.21,0.96,0.28,0.27
15,9,11,2.27,"10,454.40","11,052.48",109.09,20.43,43.82,1.67,1065,547,518,51.36,1.23,0.27,3.52,2.26,-9.03,-9.03,0.96,0.31,0.27
13,9,14,2.18,"11,032.76","11,669.60",120.66,22.06,43.91,1.90,1026,465,561,45.32,1.23,0.27,4.05,2.79,-7.92,-7.92,0.96,0.31,0.27
16,10,13,2.12,"10,953.72","11,766.84",119.07,21.86,43.48,1.83,997,496,501,49.75,1.23,0.27,3.70,2.29,-9.55,-9.55,0.96,0.32,0.27
10,6,12,2.68,"10,308.84","10,796.80",106.18,19.99,43.91,1.60,1259,496,763,39.40,1.22,0.27,4.39,1.82,-10.98,-10.98,0.96,0.27,0.27
20,8,9,2.33,"9,734.68","10,258.44",94.69,18.29,43.21,1.47,1093,586,507,53.61,1.23,0.27,3.34,2.21,-8.26,-8.26,0.96,0.31,0.27
16,8,10,2.34,"10,306.00","10,582.80",106.12,20.00,43.48,1.63,1100,563,537,51.18,1.24,0.27,3.71,1.91,-10.45,-10.45,0.96,0.30,0.27
11,4,8,2.98,"8,945.24","9,261.80",78.90,15.78,43.94,1.21,1399,561,838,40.10,1.22,0.27,4.30,2.10,-7.50,-7.50,0.96,0.26,0.27
13,5,8,2.74,"8,902.88","9,430.76",78.06,15.64,43.91,1.24,1288,580,708,45.03,1.21,0.27,3.68,1.88,-8.32,-8.32,0.96,0.28,0.27
15,10,15,2.05,"11,178.40","11,980.28",123.57,22.48,43.82,1.91,965,445,520,46.11,1.23,0.27,3.98,2.70,-8.31,-8.31,0.96,0.32,0.27
13,9,12,2.26,"10,925.64","11,608.72",118.51,21.76,43.91,1.79,1064,525,539,49.34,1.24,0.27,3.82,2.63,-8.28,-8.28,0.96,0.30,0.27
12,9,12,2.32,"10,890.92","11,666.48",117.82,21.66,43.98,1.78,1092,537,555,49.18,1.23,0.27,3.70,2.58,-8.40,-8.40,0.96,0.30,0.27
20,10,15,1.97,"10,801.76","11,608.20",116.04,21.43,43.21,1.88,926,426,500,46.00,1.23,0.27,3.89,2.50,-8.59,-8.59,0.96,0.33,0.27
15,9,14,2.13,"10,992.52","11,605.64",119.85,21.97,43.82,1.85,1002,455,547,45.41,1.24,0.27,4.12,2.89,-7.59,-7.59,0.96,0.32,0.27
19,9,14,2.06,"10,862.20","11,336.60",117.24,21.60,43.44,1.82,970,441,529,45.46,1.24,0.27,4.17,3.04,-7.11,-7.11,0.96,0.32,0.27
13,9,11,2.31,"10,390.88","11,027.68",107.82,20.23,43.91,1.71,1088,557,531,51.19,1.22,0.27,3.40,2.43,-8.33,-8.33,0.96,0.30,0.27
10,4,8,3.06,"8,974.40","9,290.96",79.49,15.88,43.91,1.22,1440,576,864,40.00,1.22,0.27,4.21,1.94,-8.19,-8.19,0.96,0.26,0.27
13,5,9,2.68,"9,125.12","9,561.76",82.50,16.36,43.91,1.31,1262,532,730,42.16,1.22,0.26,4.00,2.57,-6.36,-6.36,0.96,0.28,0.26
18,9,14,2.08,"10,653.52","11,127.92",113.07,21.01,43.46,1.85,977,442,535,45.24,1.23,0.26,3.99,2.94,-7.15,-7.15,0.96,0.32,0.26
14,9,11,2.29,"10,253.28","10,843.84",105.07,19.83,43.91,1.70,1078,551,527,51.11,1.22,0.26,3.35,2.15,-9.23,-9.23,0.96,0.30,0.26
12,6,11,2.57,"9,739.56","10,230.00",94.79,18.29,43.98,1.55,1206,499,707,41.38,1.21,0.26,4.05,2.16,-8.45,-8.45,0.96,0.29,0.26
18,9,11,2.20,"10,195.36","10,747.20",103.91,19.67,43.46,1.67,1036,531,505,51.25,1.22,0.26,3.44,2.49,-7.91,-7.91,0.96,0.32,0.26
15,5,9,2.61,"9,037.28","9,464.80",80.75,16.09,43.82,1.32,1228,518,710,42.18,1.22,0.26,4.03,2.96,-5.44,-5.44,0.96,0.29,0.26
20,5,9,2.51,"8,940.56","9,420.48",78.81,15.78,43.21,1.30,1181,499,682,42.25,1.22,0.26,4.09,2.62,-6.02,-6.02,0.96,0.29,0.26
13,4,7,2.88,"8,339.80","8,745.16",66.80,13.75,43.91,1.09,1355,584,771,43.10,1.20,0.26,3.72,1.95,-7.05,-7.05,0.96,0.27,0.26
17,9,14,2.10,"10,743.60","11,264.24",114.87,21.26,43.38,1.84,985,446,539,45.28,1.23,0.26,4.02,2.98,-7.13,-7.13,0.96,0.32,0.26
19,10,15,1.99,"10,693.08","11,499.52",113.86,21.12,43.44,1.89,933,428,505,45.87,1.22,0.26,3.79,2.44,-8.67,-8.67,0.96,0.33,0.26
11,5,10,2.75,"9,422.92","9,628.32",88.46,17.31,43.94,1.45,1292,511,781,39.55,1.22,0.26,4.24,2.24,-7.73,-7.73,0.96,0.28,0.26
17,8,10,2.32,"10,129.64","10,365.20",102.59,19.48,43.38,1.64,1089,556,533,51.06,1.23,0.26,3.63,2.01,-9.69,-9.69,0.96,0.31,0.26
17,9,11,2.22,"10,179.20","10,731.04",103.58,19.63,43.38,1.66,1045,535,510,51.20,1.22,0.26,3.40,2.53,-7.77,-7.77,0.96,0.31,0.26
18,10,15,2.00,"10,783.16","11,482.56",115.66,21.38,43.46,1.91,941,432,509,45.91,1.22,0.26,3.82,2.76,-7.75,-7.75,0.96,0.33,0.26
20,6,10,2.38,"9,513.68","9,867.44",90.27,17.60,43.21,1.47,1118,493,625,44.10,1.23,0.26,4.13,2.63,-6.70,-6.70,0.96,0.31,0.26
13,8,10,2.42,"10,171.36","10,481.88",103.43,19.59,43.91,1.67,1136,578,558,50.88,1.22,0.26,3.51,2.25,-8.72,-8.72,0.96,0.30,0.26
13,8,9,2.49,"9,575.44","10,115.92",91.51,17.78,43.91,1.52,1169,621,548,53.12,1.20,0.26,3.02,1.94,-9.15,-9.15,0.96,0.29,0.26
17,10,13,2.10,"10,546.12","11,308.00",110.92,20.70,43.38,1.85,987,488,499,49.44,1.22,0.26,3.48,2.36,-8.76,-8.76,0.96,0.32,0.26
19,5,9,2.53,"9,036.88","9,516.80",80.74,16.09,43.44,1.29,1188,503,685,42.34,1.22,0.26,4.16,2.70,-5.96,-5.96,0.96,0.29,0.26
11,8,11,2.51,"10,379.28","10,866.04",107.59,20.20,43.94,1.74,1178,568,610,48.22,1.21,0.26,3.52,2.72,-7.43,-7.43,0.96,0.29,0.26
15,10,13,2.14,"10,786.32","11,548.20",115.73,21.39,43.82,1.87,1007,499,508,49.55,1.22,0.26,3.56,2.05,-10.45,-10.45,0.96,0.31,0.26
18,8,9,2.36,"9,628.60","10,089.12",92.57,17.96,43.46,1.50,1110,593,517,53.42,1.22,0.26,3.22,1.84,-9.76,-9.76,0.96,0.30,0.26
13,10,15,2.10,"10,874.88","11,705.48",117.50,21.62,43.91,1.97,988,452,536,45.75,1.21,0.26,3.70,2.55,-8.48,-8.48,0.96,0.31,0.26
10,8,12,2.53,"10,765.64","11,434.92",115.31,21.31,43.91,1.83,1189,548,641,46.09,1.22,0.26,3.74,1.88,-11.34,-11.34,0.96,0.28,0.26
18,8,10,2.30,"10,182.04","10,417.60",103.64,19.63,43.46,1.63,1079,552,527,51.16,1.24,0.26,3.70,2.35,-8.34,-8.34,0.96,0.31,0.26
16,8,9,2.41,"9,612.56","10,114.32",92.25,17.91,43.48,1.51,1131,603,528,53.32,1.21,0.26,3.15,1.87,-9.58,-9.58,0.96,0.30,0.26
13,8,8,2.57,"9,344.56","10,006.24",86.89,17.06,43.91,1.44,1206,676,530,56.05,1.20,0.26,2.79,1.69,-10.11,-10.11,0.96,0.28,0.26
17,10,15,2.01,"10,850.72","11,550.12",117.01,21.57,43.38,1.90,947,435,512,45.93,1.22,0.26,3.84,2.80,-7.70,-7.70,0.96,0.32,0.26
15,6,10,2.47,"9,659.12","9,970.88",93.18,18.05,43.82,1.49,1162,512,650,44.06,1.23,0.26,4.10,2.66,-6.78,-6.78,0.96,0.30,0.26
14,9,12,2.24,"10,653.04","11,289.88",113.06,20.99,43.91,1.79,1054,518,536,49.15,1.23,0.26,3.68,2.17,-9.68,-9.68,0.96,0.31,0.26
13,3,6,3.00,"7,645.36","7,985.68",52.91,11.29,43.91,0.94,1411,568,843,40.26,1.19,0.25,3.74,2.04,-5.53,-5.53,0.96,0.26,0.25
17,10,12,2.15,"10,117.60","10,925.72",102.35,19.44,43.38,1.80,1010,517,493,51.19,1.20,0.25,3.14,2.00,-9.71,-9.71,0.96,0.32,0.25
14,10,13,2.17,"10,528.96","11,329.56",110.58,20.63,43.91,1.92,1021,503,518,49.27,1.21,0.25,3.36,2.00,-10.32,-10.32,0.96,0.31,0.25
14,10,15,2.08,"10,512.28","11,416.64",110.25,20.59,43.91,1.98,978,445,533,45.50,1.20,0.25,3.51,2.23,-9.21,-9.21,0.96,0.31,0.25
19,7,10,2.33,"9,589.68","10,006.08",91.79,17.84,43.44,1.55,1093,520,573,47.58,1.22,0.25,3.68,2.43,-7.35,-7.35,0.96,0.31,0.25
15,7,10,2.41,"9,621.32","9,984.36",92.43,17.94,43.82,1.57,1132,537,595,47.44,1.21,0.25,3.58,2.22,-8.08,-8.08,0.96,0.30,0.25
16,10,12,2.17,"10,316.44","11,175.80",106.33,20.03,43.48,1.80,1019,523,496,51.32,1.21,0.25,3.23,1.90,-10.56,-10.56,0.96,0.31,0.25
18,5,9,2.55,"8,774.48","9,245.76",75.49,15.23,43.46,1.32,1198,503,695,41.99,1.21,0.25,3.86,2.52,-6.05,-6.05,0.96,0.29,0.25
18,10,13,2.08,"10,381.04","11,142.92",107.62,20.22,43.46,1.87,979,483,496,49.34,1.21,0.25,3.41,2.29,-8.84,-8.84,0.96,0.32,0.25
11,9,12,2.39,"10,402.48","11,073.04",108.05,20.27,43.94,1.86,1123,546,577,48.62,1.20,0.25,3.30,2.10,-9.66,-9.66,0.96,0.29,0.25
20,10,13,2.05,"10,408.40","11,119.04",108.17,20.30,43.21,1.85,965,477,488,49.43,1.22,0.25,3.47,2.37,-8.56,-8.56,0.96,0.32,0.25
16,7,10,2.39,"9,692.48","10,055.52",93.85,18.16,43.48,1.56,1123,534,589,47.55,1.22,0.25,3.67,2.38,-7.62,-7.62,0.96,0.30,0.25
17,5,9,2.56,"8,800.80","9,272.08",76.02,15.32,43.38,1.31,1205,506,699,41.99,1.21,0.25,3.87,2.54,-6.03,-6.03,0.96,0.29,0.25
10,9,13,2.42,"10,678.88","11,275.68",113.58,21.06,43.91,1.98,1138,530,608,46.57,1.20,0.25,3.43,1.82,-11.55,-11.55,0.96,0.29,0.25
20,7,10,2.31,"9,637.12","10,053.52",92.74,17.99,43.21,1.54,1087,518,569,47.65,1.22,0.25,3.74,2.60,-6.92,-6.92,0.96,0.31,0.25
10,6,11,2.73,"9,691.56","10,128.24",93.83,18.14,43.91,1.57,1281,526,755,41.06,1.20,0.25,3.78,1.85,-9.78,-9.78,0.96,0.27,0.25
19,6,10,2.39,"9,406.24","9,760.00",88.12,17.27,43.44,1.48,1124,494,630,43.95,1.22,0.25,4.01,2.56,-6.75,-6.75,0.96,0.30,0.25
11,9,14,2.30,"10,628.32","11,242.64",112.57,20.92,43.94,1.97,1082,484,598,44.73,1.20,0.25,3.59,2.24,-9.34,-9.34,0.96,0.30,0.25
19,10,13,2.07,"10,343.48","11,054.12",106.87,20.11,43.44,1.87,973,480,493,49.33,1.21,0.25,3.40,2.27,-8.86,-8.86,0.96,0.32,0.25
17,8,9,2.38,"9,468.68","9,929.20",89.37,17.46,43.38,1.51,1118,595,523,53.22,1.21,0.25,3.08,1.76,-9.94,-9.94,0.96,0.30,0.25
12,7,11,2.49,"9,812.96","10,443.44",96.26,18.51,43.98,1.65,1171,525,646,44.83,1.21,0.25,3.62,2.04,-9.06,-9.06,0.96,0.29,0.25
14,8,10,2.39,"10,077.48","10,346.76",101.55,19.31,43.91,1.66,1123,571,552,50.85,1.22,0.25,3.48,2.20,-8.79,-8.79,0.96,0.30,0.25
15,8,9,2.42,"9,452.64","9,954.40",89.05,17.41,43.82,1.52,1139,605,534,53.12,1.20,0.25,3.02,1.83,-9.52,-9.52,0.96,0.30,0.25
14,9,14,2.16,"10,506.40","11,165.76",110.13,20.57,43.91,1.91,1015,456,559,44.93,1.21,0.25,3.74,2.59,-7.94,-7.94,0.96,0.31,0.25
16,6,10,2.45,"9,460.28","9,821.64",89.21,17.44,43.48,1.48,1153,506,647,43.89,1.22,0.25,3.96,2.70,-6.45,-6.45,0.96,0.30,0.25
15,10,12,2.19,"10,354.04","11,162.16",107.08,20.14,43.82,1.83,1029,528,501,51.31,1.21,0.25,3.23,1.80,-11.17,-11.17,0.96,0.31,0.25
13,6,10,2.54,"9,361.92","9,718.64",87.24,17.12,43.91,1.52,1192,520,672,43.62,1.21,0.24,3.75,2.60,-6.59,-6.59,0.96,0.29,0.24
19,3,6,2.83,"7,447.04","7,760.60",48.94,10.56,43.44,0.92,1329,534,795,40.18,1.19,0.24,3.67,2.14,-4.93,-4.93,0.96,0.27,0.24
20,3,6,2.81,"7,441.96","7,755.52",48.84,10.54,43.21,0.92,1321,531,790,40.20,1.19,0.24,3.69,1.98,-5.33,-5.33,0.96,0.28,0.24
16,10,11,2.22,"9,834.20","10,642.28",96.68,18.59,43.48,1.76,1045,556,489,53.21,1.19,0.24,2.87,1.80,-10.33,-10.33,0.96,0.31,0.24
11,6,11,2.64,"9,496.16","9,901.60",89.92,17.54,43.94,1.59,1241,509,732,41.02,1.20,0.24,3.74,2.14,-8.21,-8.21,0.96,0.28,0.24
12,10,15,2.17,"10,485.20","11,418.28",109.70,20.51,43.98,2.01,1020,462,558,45.29,1.19,0.24,3.35,2.14,-9.59,-9.59,0.96,0.30,0.24
10,9,12,2.47,"10,312.84","10,924.64",106.26,20.00,43.91,1.91,1159,561,598,48.40,1.19,0.24,3.15,1.55,-12.93,-12.93,0.96,0.28,0.24
20,10,12,2.10,"10,034.88","10,772.52",100.70,19.20,43.21,1.81,988,506,482,51.21,1.20,0.24,3.16,1.79,-10.72,-10.72,0.96,0.32,0.24
