Symbol,Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
ESM00,2000-05-15,1882.25,1912.25,1876,1910.5,27,+1.43%,68028,40964
ESM00,2000-05-16,1910.25,1931.5,1909,1924.5,14,+0.73%,75723,41743
ESM00,2000-05-17,1923.5,1923.5,1901,1909.5,-15.,-0.78%,82136,41034
ESM00,2000-05-18,1908.75,1918.5,1894.25,1894.75,-14.75,-0.77%,75012,42280
ESM00,2000-05-19,1894.5,1899.75,1859.75,1867.75,-27.,-1.42%,74368,43353
ESM00,2000-05-22,1865.75,1876,1825.25,1856.5,-11.25,-0.60%,99227,42698
ESM00,2000-05-23,1856.75,1864.25,1831.5,1835.25,-21.25,-1.14%,86870,37471
ESM00,2000-05-24,1834.75,1860.75,1818.25,1854.5,19.25,+1.05%,100990,40560
ESM00,2000-05-25,1856.75,1870.5,1830.75,1841.75,-12.75,-0.69%,83046,36756
ESM00,2000-05-26,1840.75,1849.25,1826,1834,-7.75,-0.42%,64496,37249
ESM00,2000-05-30,1840.75,1881.5,1839.5,1880,46,+2.51%,69675,38910
ESM00,2000-05-31,1880,1891.75,1872.25,1875,-5.,-0.27%,85611,37365
ESM00,2000-06-01,1874.75,1906.5,1873,1904.25,29.25,+1.56%,80988,40900
ESM00,2000-06-02,1903.5,1944.75,1899.75,1928.75,24.5,+1.29%,67114,44944
ESM00,2000-06-05,1929.75,1933.25,1920.5,1923.25,-5.5,-0.29%,74564,44846
ESM00,2000-06-06,1924,1929.5,1910,1915.75,-7.5,-0.39%,74039,42739
ESM00,2000-06-07,1916.25,1930.25,1910.25,1924.75,9,+0.47%,67849,45128
ESM00,2000-06-08,1924.75,1930.5,1911,1919.25,-5.5,-0.29%,123067,51059
ESM00,2000-06-09,1918.75,1936.75,1908.25,1914.75,-4.5,-0.23%,55577,54435
ESU00,2000-06-12,1912.75,1920.75,1898.25,1898.5,-16.25,-0.85%,61272,54121
ESU00,2000-06-13,1898.75,1926.25,1896,1924.75,26.25,+1.38%,90330,54140
ESU00,2000-06-14,1924.5,1937.75,1919.75,1928.25,3.5,+0.18%,82631,56559
ESU00,2000-06-15,1927.25,1936.5,1916.5,1927.75,-0.5,-0.03%,79600,57272
ESU00,2000-06-16,1928.25,1934.25,1909.75,1918.25,-9.5,-0.49%,68356,56794
ESU00,2000-06-19,1917.75,1944.5,1913.5,1934.75,16.5,+0.86%,70013,57993
ESU00,2000-06-20,1936,1939.5,1921,1929.25,-5.5,-0.28%,76062,20682
ESU00,2000-06-21,1927.75,1933.75,1918.5,1928.75,-0.5,-0.03%,69949,20546
ESU00,2000-06-22,1928.25,1930,1898.75,1906.5,-22.25,-1.15%,74591,23354
ESU00,2000-06-23,1905.75,1909.75,1887.25,1893.75,-12.75,-0.67%,60427,24989
ESU00,2000-06-26,1893.75,1910.5,1893.75,1909.25,15.5,+0.82%,63405,23348
ESU00,2000-06-27,1909.5,1914.5,1899.75,1901.25,-8.,-0.42%,63396,23349
ESU00,2000-06-28,1901.25,1918.25,1900.25,1901.5,0.25,+0.01%,63070,27126
ESU00,2000-06-29,1902,1904,1881.25,1888.25,-13.25,-0.70%,82994,29855
ESU00,2000-06-30,1886.75,1901.25,1885.25,1898.25,10,+0.53%,58397,29289
ESU00,2000-07-03,1902.5,1921,1897.75,1920.75,22.5,+1.19%,18739,30842
ESU00,2000-07-05,1917.5,1923.5,1888.75,1893.5,-27.25,-1.42%,68156,32351
ESU00,2000-07-06,1893.75,1909.25,1886.5,1904,10.5,+0.55%,71647,31539
ESU00,2000-07-07,1904.5,1932.5,1903.5,1925,21,+1.10%,70698,32249
ESU00,2000-07-10,1924.25,1933,1920.25,1921.75,-3.25,-0.17%,66400,30832
ESU00,2000-07-11,1921.25,1935.75,1916.25,1925,3.25,+0.17%,82087,31495
ESU00,2000-07-12,1927.25,1945,1927.25,1936,11,+0.57%,68203,30835
ESU00,2000-07-13,1936.5,1947,1932.75,1939.75,3.75,+0.19%,71422,31384
ESU00,2000-07-14,1940.25,1956.25,1939.75,1954.25,14.5,+0.75%,64546,31876
ESU00,2000-07-17,1953.5,1963.25,1949.75,1952.25,-2.,-0.10%,58966,31655
ESU00,2000-07-18,1951.75,1954.75,1936.25,1941.75,-10.5,-0.54%,75206,32560
ESU00,2000-07-19,1942.25,1944.25,1923.5,1930.5,-11.25,-0.58%,74458,33243
ESU00,2000-07-20,1930.75,1947.5,1928.25,1946.5,16,+0.83%,73000,37236
ESU00,2000-07-21,1946,1946.5,1918.75,1920,-26.5,-1.36%,63935,32244
ESU00,2000-07-24,1919.5,1929.75,1906.5,1911.75,-8.25,-0.43%,76217,34445
ESU00,2000-07-25,1911,1918.25,1908,1914.75,3,+0.16%,74691,33666
ESU00,2000-07-26,1915,1915.5,1896.25,1899.25,-15.5,-0.81%,77503,35981
ESU00,2000-07-27,1898.25,1906,1886.25,1894,-5.25,-0.28%,85740,38125
ESU00,2000-07-28,1893.5,1899.25,1853.75,1862.25,-31.75,-1.68%,85744,38126
ESU00,2000-07-31,1861.75,1879.5,1859,1869.25,7,+0.38%,76132,40770
ESU00,2000-08-01,1869.75,1884.75,1867.25,1877.75,8.5,+0.45%,75544,40685
ESU00,2000-08-02,1877.25,1892,1872.75,1882.75,5,+0.27%,78735,40663
ESU00,2000-08-03,1881,1895.25,1863.5,1891.75,9,+0.48%,86327,40290
ESU00,2000-08-04,1892.25,1903.75,1889.25,1902,10.25,+0.54%,76991,40260
ESU00,2000-08-07,1901.5,1920.75,1899.75,1916.5,14.5,+0.76%,65716,40995
ESU00,2000-08-08,1916.5,1924.5,1909.25,1922,5.5,+0.29%,62037,42899
ESU00,2000-08-09,1922.75,1929.75,1909.5,1911.25,-10.75,-0.56%,66832,44452
ESU00,2000-08-10,1911.5,1915,1898.5,1904.5,-6.75,-0.35%,57862,43668
ESU00,2000-08-11,1903.5,1915,1890.75,1908.75,4.25,+0.22%,64412,43232
ESU00,2000-08-14,1909.5,1929.75,1906,1928.25,19.5,+1.02%,54231,43349
ESU00,2000-08-15,1928.25,1931.25,1921.25,1925,-3.25,-0.17%,57823,45497
ESU00,2000-08-16,1924.25,1933,1912.25,1921.75,-3.25,-0.17%,70715,46387
ESU00,2000-08-17,1922,1937.25,1916.75,1933.75,12,+0.62%,66909,48323
ESU00,2000-08-18,1933.75,1938.25,1925.25,1931,-2.75,-0.14%,49757,46578
ESU00,2000-08-21,1931.25,1940,1927.5,1937,6,+0.31%,47860,48011
ESU00,2000-08-22,1937.25,1945,1933.25,1937.75,0.75,+0.04%,49714,49066
ESU00,2000-08-23,1937.75,1943.75,1925,1940.5,2.75,+0.14%,65133,49568
ESU00,2000-08-24,1940.75,1946.5,1936.5,1945.5,5,+0.26%,52080,47378
ESU00,2000-08-25,1945.5,1949.25,1940.25,1943.75,-1.75,-0.09%,43337,48991
ESU00,2000-08-28,1943.75,1960.25,1941.25,1949,5.25,+0.27%,65110,49446
ESU00,2000-08-29,1949.25,1949.75,1939.5,1948.5,-0.5,-0.03%,61509,50852
ESU00,2000-08-30,1948.75,1949.25,1933.25,1933.75,-14.75,-0.76%,60182,53310
ESU00,2000-08-31,1949.75,1953,1949.75,1951.5,17.75,+0.92%,60149,45329
ESU00,2000-09-01,1953,1970.25,1949.5,1953.5,2,+0.10%,52679,47358
ESU00,2000-09-05,1956,1957,1936.75,1942.5,-11.,-0.56%,65150,45938
ESU00,2000-09-06,1942.5,1945.25,1923,1924.25,-18.25,-0.94%,79073,46139
ESU00,2000-09-07,1924.25,1938,1923.75,1936.75,12.5,+0.65%,73855,51677
ESU00,2000-09-08,1936.5,1936.75,1921.25,1926.75,-10.,-0.52%,83642,55345
ESZ00,2000-09-11,1925.75,1939.25,1913.5,1921.75,-5.,-0.26%,104086,58077
ESZ00,2000-09-12,1922,1928.5,1910.5,1911.75,-10.,-0.52%,84554,60333
ESZ00,2000-09-13,1911.25,1918.5,1902.25,1915.25,3.5,+0.18%,104263,61382
ESZ00,2000-09-14,1915.75,1924.5,1906.75,1910.5,-4.75,-0.25%,88388,57204
ESZ00,2000-09-15,1910,1917.5,1888.75,1891.25,-19.25,-1.01%,82710,62029
ESZ00,2000-09-18,1893,1897.5,1870,1875,-16.25,-0.86%,104794,29455
ESZ00,2000-09-19,1874.75,1890.5,1874.5,1886.25,11.25,+0.60%,103372,28670
ESZ00,2000-09-20,1886.5,1888.25,1858,1876.75,-9.5,-0.50%,109672,27134
ESZ00,2000-09-21,1878,1881.75,1863.25,1877.25,0.5,+0.03%,98533,28727
ESZ00,2000-09-22,1862.5,1878.75,1844.5,1876.25,-1.,-0.05%,97418,30887
ESZ00,2000-09-25,1877.25,1885.5,1863.25,1868.75,-7.5,-0.40%,85493,29533
ESZ00,2000-09-26,1868.75,1874.75,1850.25,1850.75,-18.,-0.96%,99803,31350
ESZ00,2000-09-27,1851.75,1863.75,1846,1854.75,4,+0.22%,101996,31350
ESZ00,2000-09-28,1855.5,1888.75,1852.75,1883.75,29,+1.56%,84280,33996
ESZ00,2000-09-29,1880.75,1881,1861.5,1861.5,-22.25,-1.18%,78278,32333
ESZ00,2000-10-02,1861.5,1872,1855.25,1864,2.5,+0.13%,78277,32333
ESZ00,2000-10-03,1865,1881.75,1846.5,1849.25,-14.75,-0.79%,89440,38661
ESZ00,2000-10-04,1849.75,1865,1840.25,1858,8.75,+0.47%,101607,43310
ESZ00,2000-10-05,1857.25,1869.75,1855,1863.75,5.75,+0.31%,92233,43401
ESZ00,2000-10-06,1863.75,1868.25,1819.25,1834.5,-29.25,-1.57%,95257,46229
ESZ00,2000-10-09,1833,1834.5,1815.75,1824.25,-10.25,-0.56%,67432,45991
ESZ00,2000-10-10,1825.25,1832.25,1797.75,1798.75,-25.5,-1.40%,106613,50739
ESZ00,2000-10-11,1801.25,1805.75,1769.5,1786.5,-12.25,-0.68%,132063,50140
ESZ00,2000-10-12,1787.25,1795.5,1746.75,1752.25,-34.25,-1.92%,110141,52545
ESZ00,2000-10-13,1754,1795.5,1747.25,1793.25,41,+2.34%,86052,53569
ESZ00,2000-10-16,1793.75,1801.5,1786,1799.25,6,+0.33%,85216,51666
ESZ00,2000-10-17,1798.75,1803.25,1762.75,1767.5,-31.75,-1.76%,99620,53424
ESZ00,2000-10-18,1770.5,1779.75,1731.75,1760.5,-7.,-0.40%,112024,54180
ESZ00,2000-10-19,1763.75,1811.75,1763.75,1809.5,49,+2.78%,88966,52849
ESZ00,2000-10-20,1809.75,1829.75,1802.25,1818.75,9.25,+0.51%,88966,52849
ESZ00,2000-10-23,1817.5,1827.5,1807.5,1825,6.25,+0.34%,85789,51402
ESZ00,2000-10-24,1823,1836.5,1806.75,1810.75,-14.25,-0.78%,99160,52165
ESZ00,2000-10-25,1813,1813.25,1778.25,1781.75,-29.,-1.60%,110361,54016
ESZ00,2000-10-26,1782.5,1792,1756.25,1779,-2.75,-0.15%,118290,53392
ESZ00,2000-10-27,1777.75,1809.75,1775.75,1808.75,29.75,+1.67%,81307,50607
ESZ00,2000-10-30,1805.75,1827.25,1794.75,1819,10.25,+0.57%,101979,52892
ESZ00,2000-10-31,1821,1853.25,1816,1848,29,+1.59%,89665,53505
ESZ00,2000-11-01,1848.75,1848.75,1827.25,1839.75,-8.25,-0.45%,92962,50913
ESZ00,2000-11-02,1840,1852.25,1837.75,1842.75,3,+0.16%,77318,52243
ESZ00,2000-11-03,1842,1852.25,1838.25,1844,1.25,+0.07%,66961,53715
ESZ00,2000-11-06,1843.75,1860.25,1843.75,1854.25,10.25,+0.56%,57601,54704
ESZ00,2000-11-07,1852.25,1853.75,1839.75,1851.75,-2.5,-0.13%,63779,53714
ESZ00,2000-11-08,1851.5,1862.75,1818.25,1821,-30.75,-1.66%,88337,57418
ESZ00,2000-11-09,1821.5,1828.5,1786.25,1811,-10.,-0.55%,110528,65361
ESZ00,2000-11-10,1812.5,1815.75,1778.25,1780.25,-30.75,-1.70%,90714,68247
ESZ00,2000-11-13,1776.75,1780.75,1742.75,1766.5,-13.75,-0.77%,121541,73819
ESZ00,2000-11-14,1766.75,1807.5,1766.25,1802.25,35.75,+2.02%,101350,69611
ESZ00,2000-11-15,1802,1812.25,1789.25,1805.25,3,+0.17%,89429,66392
ESZ00,2000-11-16,1804.5,1810.5,1784.25,1787,-18.25,-1.01%,87351,63973
ESZ00,2000-11-17,1786.5,1801.25,1768,1778.25,-8.75,-0.49%,90666,70513
ESZ00,2000-11-20,1777.5,1781.25,1753,1754.75,-23.5,-1.32%,82919,72829
ESZ00,2000-11-21,1756,1770.5,1744.25,1763.5,8.75,+0.50%,82368,73002
ESZ00,2000-11-22,1763.75,1768.75,1729.75,1730.75,-32.75,-1.86%,76850,73213
ESZ00,2000-11-24,1737.75,1757.25,1728,1754.25,23.5,+1.36%,24128,72405
ESZ00,2000-11-27,1756.25,1775.5,1756.25,1766.5,12.25,+0.70%,89438,71047
ESZ00,2000-11-28,1766.25,1772.25,1745.25,1746.25,-20.25,-1.15%,114617,68996
ESZ00,2000-11-29,1745.75,1765.25,1740.75,1743,-3.25,-0.19%,112255,77791
ESZ00,2000-11-30,1740.5,1741.5,1704.5,1729.25,-13.75,-0.79%,122080,79101
ESZ00,2000-12-01,1729.25,1746,1717.75,1728.25,-1.,-0.06%,93928,76772
ESZ00,2000-12-04,1730.75,1745.25,1721,1738.25,10,+0.58%,93077,78292
ESZ00,2000-12-05,1739.25,1788,1736.75,1782,43.75,+2.52%,97297,79360
ESZ00,2000-12-06,1780.75,1787.25,1747,1761.75,-20.25,-1.14%,101188,80954
ESZ00,2000-12-07,1762,1769.75,1743,1744.5,-17.25,-0.98%,84057,75738
ESZ00,2000-12-08,1739.75,1792,1739.75,1745.5,1,+0.06%,96267,79667
ESH01,2000-12-11,1774.5,1800.25,1769.25,1791,45.5,+2.61%,86873,78700
ESH01,2000-12-12,1791,1791,1778.5,1787.25,-3.75,-0.21%,62087,83163
ESH01,2000-12-13,1788.5,1797.25,1763.5,1765.75,-21.5,-1.20%,91989,85145
ESH01,2000-12-14,1766,1771.5,1744,1746,-19.75,-1.12%,98326,88545
ESH01,2000-12-15,1738.25,1746.75,1711.5,1714,-32.,-1.83%,99253,85207
ESH01,2000-12-18,1718,1740.75,1717.5,1734.5,20.5,+1.20%,91761,34658
ESH01,2000-12-19,1734.75,1754.75,1705.25,1706,-28.5,-1.64%,98115,36786
ESH01,2000-12-20,1706.75,1714,1664,1667.5,-38.5,-2.26%,107160,43025
ESH01,2000-12-21,1668.5,1692.25,1658.25,1676,8.5,+0.51%,99017,48532
ESH01,2000-12-22,1677.75,1715.5,1677.75,1714.75,38.75,+2.31%,55440,45181
ESH01,2000-12-26,1712,1726,1706.5,1725,10.25,+0.60%,44483,49138
ESH01,2000-12-27,1725.5,1739.5,1715.5,1738.5,13.5,+0.78%,65383,36512
ESH01,2000-12-28,1737.75,1742.25,1729.5,1741.25,2.75,+0.16%,56807,37686
ESH01,2000-12-29,1740.75,1744.5,1714,1723,-18.25,-1.05%,50363,37979
ESH01,2001-01-02,1719,1724.75,1677.25,1687.75,-35.25,-2.05%,92668,44740
ESH01,2001-01-03,1689,1755.25,1676.75,1747.25,59.5,+3.53%,130687,43671
ESH01,2001-01-04,1748,1753,1729.5,1736.25,-11.,-0.63%,110846,47328
ESH01,2001-01-05,1733.75,1768,1691,1692.5,-43.75,-2.52%,117777,53527
ESH01,2001-01-08,1696.25,1700.5,1675.5,1697.5,5,+0.30%,120010,54625
ESH01,2001-01-09,1700,1713.5,1691.75,1697.5,0,0.00%,115971,55152
ESH01,2001-01-10,1697.5,1716.75,1685.25,1715,17.5,+1.03%,131079,56223
ESH01,2001-01-11,1713.75,1731.5,1707.5,1722.5,7.5,+0.44%,96100,54618
ESH01,2001-01-12,1720,1732.75,1710,1718.25,-4.25,-0.25%,109664,59097
ESH01,2001-01-16,1718.5,1727.5,1711.5,1723.5,5.25,+0.31%,103751,58599
ESH01,2001-01-17,1725.25,1745.75,1722.5,1729.75,6.25,+0.36%,120322,65070
ESH01,2001-01-18,1730.5,1752,1725,1744,14.25,+0.82%,119660,67781
ESH01,2001-01-19,1747,1759.75,1733.75,1736.5,-7.5,-0.43%,111098,62747
ESH01,2001-01-22,1734,1752,1729.25,1746.5,10,+0.58%,111998,58871
ESH01,2001-01-23,1744.75,1760.75,1736.5,1754,7.5,+0.43%,105167,57190
ESH01,2001-01-24,1754.25,1767,1753.25,1758.25,4.25,+0.24%,104972,54727
ESH01,2001-01-25,1757.75,1766.75,1750.75,1752.5,-5.75,-0.33%,100601,55268
ESH01,2001-01-26,1752.25,1754.75,1738.25,1751.25,-1.25,-0.07%,94512,53243
ESH01,2001-01-29,1751,1762,1747,1758,6.75,+0.39%,64460,52081
ESH01,2001-01-30,1758.25,1772.25,1751.25,1770,12,+0.68%,75172,55021
ESH01,2001-01-31,1769,1782,1759.25,1761,-9.,-0.51%,89200,56215
ESH01,2001-02-01,1761.5,1771.5,1754.25,1770.5,9.5,+0.54%,101160,59551
ESH01,2001-02-02,1770.5,1774,1740.75,1741.25,-29.25,-1.65%,102420,62391
ESH01,2001-02-05,1742.25,1751,1739.25,1750,8.75,+0.50%,92793,63978
ESH01,2001-02-06,1750.75,1758.5,1744,1744.25,-5.75,-0.33%,91632,61474
ESH01,2001-02-07,1743,1744.5,1727.5,1737.5,-6.75,-0.39%,105781,67022
ESH01,2001-02-08,1736.75,1744.5,1721.75,1723,-14.5,-0.83%,102133,65010
ESH01,2001-02-09,1724.25,1726.5,1706.75,1709.5,-13.5,-0.78%,90361,66327
ESH01,2001-02-12,1709.75,1726,1707.25,1721.5,12,+0.70%,109778,64683
ESH01,2001-02-13,1722.25,1730,1710.25,1714,-7.5,-0.44%,115470,66170
ESH01,2001-02-14,1714.25,1714.75,1696.5,1707.75,-6.25,-0.36%,138187,64201
ESH01,2001-02-15,1708,1723.75,1706.5,1721,13.25,+0.78%,102105,64608
ESH01,2001-02-16,1718.25,1718.25,1684.25,1693.5,-27.5,-1.60%,96920,65895
ESH01,2001-02-20,1693.75,1699.5,1669.75,1673.25,-20.25,-1.20%,111891,68787
ESH01,2001-02-21,1672.5,1676.5,1643,1644.5,-28.75,-1.72%,147028,71855
ESH01,2001-02-22,1646,1652.75,1618.25,1645.5,1,+0.06%,160134,73999
ESH01,2001-02-23,1645.5,1649.75,1605,1635.5,-10.,-0.61%,145258,77900
ESH01,2001-02-26,1639.25,1662.25,1631.75,1661.5,26,+1.59%,121708,78233
ESH01,2001-02-27,1661,1665,1642.25,1652,-9.5,-0.57%,142582,79859
ESH01,2001-02-28,1651.75,1657,1618.75,1630,-22.,-1.33%,153506,79854
ESH01,2001-03-01,1627.25,1632,1603.5,1631.5,1.5,+0.09%,148456,82161
ESH01,2001-03-02,1631,1642.25,1609,1623.25,-8.25,-0.51%,145908,88840
ESH01,2001-03-05,1624.25,1632.5,1622.75,1631.75,8.5,+0.52%,105076,87324
ESH01,2001-03-06,1631.5,1658.5,1630.5,1645,13.25,+0.81%,128745,88454
ESH01,2001-03-07,1645,1654.75,1642.75,1653.25,8.25,+0.50%,147433,98246
ESH01,2001-03-08,1655,1657.25,1646.25,1653.5,0.25,+0.02%,116515,104538
ESH01,2001-03-09,1654.5,1654.5,1615.25,1619,-34.5,-2.09%,130813,110421
