Time,Price,Size,Exchange
2025-01-21 23:47:55.000000,6095.5,6.0,
2025-01-21 23:47:57.000000,6095.5,9.0,
2025-01-21 23:47:57.000000,6095.5,1.0,
2025-01-21 23:47:57.000000,6095.5,2.0,
2025-01-21 23:47:57.000000,6095.5,2.0,
2025-01-21 23:47:57.000000,6095.5,1.0,
2025-01-21 23:48:00.000000,6095.5,3.0,
2025-01-21 23:48:09.000000,6095.5,13.0,
2025-01-21 23:48:11.000000,6095.5,12.0,
2025-01-21 23:48:12.000000,6095.5,2.0,
2025-01-21 23:48:13.000000,6095.5,1.0,
2025-01-21 23:48:18.000000,6095.75,2.0,
2025-01-21 23:48:19.000000,6095.75,2.0,
