Breakout_Time
2022-01-11 10:42:00
2022-01-11 12:30:00
2022-01-11 13:00:00
2022-01-11 14:00:00
2022-01-11 14:30:00
2022-01-11 15:00:00
2022-01-11 15:41:00
2024-01-24 09:42:00
2024-01-26 09:49:00
2024-01-29 14:00:00
2024-02-01 15:30:00
2024-02-02 10:29:00
2024-02-02 10:43:00
2024-02-02 11:29:00
2024-02-02 13:02:00
2024-02-02 13:35:00
2024-02-02 14:10:00
2024-02-09 13:40:00
2024-02-12 09:45:00
2024-02-12 10:18:00
2024-02-12 10:31:00
2024-02-22 09:33:00
2024-02-22 10:34:00
2024-02-22 11:28:00
2024-02-22 11:52:00
2024-02-22 12:27:00
2024-02-22 12:43:00
2024-02-22 13:01:00
2024-02-29 14:48:00
2024-03-01 09:46:00
2024-03-01 10:02:00
2024-03-01 11:20:00
2024-03-01 11:37:00
2024-03-01 12:28:00
2024-03-01 12:42:00
2024-03-01 13:00:00
2024-03-04 11:28:00
2024-03-04 13:36:00
2024-03-07 09:40:00
2024-03-07 12:34:00
2024-03-12 13:32:00
2024-03-12 14:27:00
2024-03-20 13:00:00
2024-03-20 13:45:00
2024-03-20 14:05:00
2024-03-20 15:06:00
2024-03-20 15:34:00
2024-03-27 15:00:00
2024-03-28 10:31:00
2024-03-28 13:57:00
2024-03-28 14:01:00
2024-05-15 12:06:00
2024-05-15 12:59:00
2024-05-15 13:08:00
2024-05-15 14:54:00
2024-05-16 09:55:00
2024-06-05 11:38:00
2024-06-05 12:06:00
2024-06-05 12:57:00
2024-06-05 13:29:00
2024-06-05 14:54:00
2024-06-07 12:23:00
2024-06-11 14:59:00
2024-06-17 10:14:00
2024-06-17 11:13:00
2024-06-17 11:46:00
2024-06-17 12:16:00
2024-06-17 12:33:00
2024-06-17 13:02:00
2024-06-18 12:45:00
2024-07-02 14:48:00
2024-07-03 10:21:00
2024-07-03 11:08:00
2024-07-03 11:53:00
2024-07-05 10:14:00
2024-07-05 10:40:00
2024-07-05 12:22:00
2024-07-05 12:44:00
2024-07-05 14:44:00
2024-07-09 12:03:00
2024-07-10 10:30:00
2024-07-10 11:05:00
2024-07-10 11:44:00
2024-07-10 12:03:00
2024-07-10 12:53:00
2024-07-10 13:45:00
2024-07-10 14:39:00
2024-07-12 10:06:00
2024-07-12 12:10:00
2024-07-12 12:33:00
2024-07-15 09:30:00
2024-07-15 10:00:00
2024-07-16 13:57:00
2024-07-16 14:50:00
2024-09-19 09:30:00
2024-09-19 11:30:00
2024-09-19 12:17:00
2024-09-19 12:30:00
2024-09-24 14:59:00
2024-09-24 15:35:00
2024-09-30 11:07:00
2024-09-30 14:45:00
2024-10-04 14:57:00
2024-10-09 09:41:00
2024-10-09 10:00:00
2024-10-09 10:30:00
2024-10-09 14:33:00
2024-10-11 14:09:00
2024-10-11 14:33:00
2024-10-14 09:30:00
2024-10-14 11:22:00
2024-10-14 11:31:00
2024-10-14 12:02:00
2024-10-14 13:08:00
2024-10-14 13:31:00
2024-10-14 14:36:00
2024-10-18 13:25:00
2024-11-06 12:46:00
2024-11-06 13:32:00
2024-11-06 14:06:00
2024-11-06 14:47:00
2024-11-07 09:31:00
2024-11-07 10:00:00
2024-11-07 10:51:00
2024-11-07 11:13:00
2024-11-07 11:31:00
2024-11-07 13:50:00
2024-11-07 14:00:00
2024-11-08 09:32:00
2024-11-08 10:13:00
2024-11-08 10:32:00
2024-11-08 11:35:00
2024-11-08 12:33:00
2024-11-08 13:15:00
2024-11-08 13:30:00
2024-11-29 09:37:00
2024-11-29 10:00:00
2024-11-29 10:42:00
2024-11-29 11:08:00
2024-11-29 11:35:00
2024-12-02 10:40:00
2024-12-02 11:01:00
2024-12-02 14:14:00
2024-12-03 15:14:00
2024-12-04 09:35:00
2024-12-04 10:01:00
2024-12-04 11:51:00
2024-12-04 12:56:00
2024-12-04 13:19:00
2024-12-04 14:07:00
2024-12-04 14:50:00
2024-12-05 11:46:00
