Breakout_Time
2020-05-29 14:00:00
2020-06-01 12:03:00
2020-06-02 14:55:00
2020-06-03 13:03:00
2020-06-04 09:32:00
2020-06-08 10:16:00
2020-06-08 12:34:00
2020-06-15 11:01:00
2020-06-15 13:00:00
2020-06-22 11:04:00
2020-06-23 12:51:00
2020-06-25 11:43:00
2020-06-25 14:05:00
2020-06-29 09:38:00
2020-06-30 09:47:00
2020-07-01 11:37:00
2020-07-01 14:21:00
2020-07-06 15:12:00
2020-07-08 15:00:00
2020-07-10 09:43:00
2020-07-10 10:41:00
2020-07-13 12:19:00
2020-07-14 10:45:00
2020-07-14 12:46:00
2020-07-14 14:31:00
2020-07-16 14:33:00
2020-07-17 13:14:00
2020-07-20 10:39:00
2020-07-22 14:14:00
2020-07-27 14:08:00
2020-07-29 11:33:00
2020-07-30 15:09:00
2020-07-31 14:59:00
2020-08-03 10:40:00
2020-08-04 14:56:00
2020-08-05 10:01:00
2020-08-05 14:58:00
2020-08-06 12:50:00
2020-08-10 14:03:00
2020-08-12 11:05:00
2020-08-12 12:56:00
2020-08-13 10:02:00
2020-08-17 09:47:00
2020-08-18 14:14:00
2020-08-20 10:35:00
2020-08-21 13:30:00
2020-08-24 14:45:00
2020-08-26 09:30:00
2020-08-26 14:30:00
2020-08-27 09:33:00
2020-08-28 14:44:00
2020-09-01 13:22:00
2020-09-02 11:36:00
2020-09-09 14:08:00
2020-09-16 13:38:00
2020-09-22 12:53:00
2020-09-24 11:00:00
2020-09-24 12:00:00
2020-09-25 10:25:00
2020-09-25 11:15:00
2020-09-25 11:58:00
2020-09-28 12:32:00
2020-09-28 15:42:00
2020-09-30 11:00:00
2020-10-05 11:37:00
2020-10-05 13:57:00
2020-10-06 12:23:00
2020-10-07 09:30:00
2020-10-07 12:03:00
2020-10-08 11:32:00
2020-10-09 10:06:00
2020-10-15 14:19:00
2020-10-20 11:34:00
2020-10-22 12:10:00
2020-10-29 12:54:00
2020-11-03 10:00:00
2020-11-04 10:55:00
2020-11-05 13:43:00
2020-11-11 11:09:00
2020-11-11 15:32:00
2020-11-13 11:51:00
2020-11-17 11:14:00
2020-11-19 13:35:00
2020-11-24 12:40:00
2020-11-24 15:34:00
2020-11-27 10:01:00
2020-12-01 13:12:00
2020-12-02 09:30:00
2020-12-03 14:21:00
2020-12-04 10:37:00
2020-12-08 12:30:00
2020-12-15 11:37:00
2020-12-16 14:20:00
2020-12-23 10:11:00
2020-12-24 11:50:00
2020-12-28 12:37:00
2020-12-31 13:15:00
2021-01-05 12:56:00
2021-01-06 11:31:00
2021-01-07 14:46:00
2021-01-08 14:48:00
2021-01-11 11:03:00
2021-01-13 11:45:00
2021-01-18 09:55:00
2021-01-19 12:50:00
2021-01-20 10:52:00
2021-01-22 11:00:00
2021-01-28 10:02:00
2021-02-01 10:27:00
2021-02-02 10:05:00
2021-02-04 10:00:00
2021-02-05 11:42:00
2021-02-08 14:46:00
2021-02-12 10:30:00
2021-02-12 14:32:00
2021-02-15 09:31:00
2021-02-22 12:31:00
2021-02-24 10:15:00
2021-02-24 14:34:00
2021-02-26 11:10:00
2021-03-01 12:37:00
2021-03-04 10:40:00
2021-03-05 12:35:00
2021-03-05 13:30:00
2021-03-08 10:30:00
2021-03-08 11:33:00
2021-03-09 11:00:00
2021-03-10 12:10:00
2021-03-10 13:20:00
2021-03-11 12:02:00
2021-03-12 14:36:00
2021-03-15 13:25:00
2021-03-16 09:30:00
2021-03-17 13:01:00
2021-03-22 10:30:00
2021-03-23 10:17:00
2021-03-23 12:13:00
2021-03-24 09:46:00
2021-03-25 13:52:00
2021-03-26 11:01:00
2021-03-26 14:19:00
2021-03-26 14:57:00
2021-03-29 11:42:00
2021-03-31 13:31:00
2021-04-01 11:01:00
2021-04-05 10:30:00
2021-04-06 10:02:00
2021-04-07 13:02:00
2021-04-07 14:45:00
2021-04-08 15:02:00
2021-04-09 11:30:00
2021-04-12 11:04:00
2021-04-13 09:30:00
2021-04-15 11:17:00
2021-04-16 13:52:00
2021-04-21 10:00:00
2021-04-21 14:50:00
2021-04-23 12:30:00
2021-04-26 10:02:00
2021-04-28 13:03:00
2021-04-28 13:37:00
2021-04-29 13:45:00
2021-05-03 09:33:00
2021-05-05 10:43:00
2021-05-06 10:40:00
2021-05-06 14:32:00
2021-05-07 10:13:00
2021-05-07 14:16:00
2021-05-13 14:05:00
2021-05-13 14:30:00
2021-05-14 14:53:00
2021-05-14 15:06:00
2021-05-19 14:59:00
2021-05-20 14:17:00
2021-05-24 12:19:00
2021-05-27 09:30:00
2021-05-27 15:13:00
2021-06-04 11:36:00
2021-06-09 09:41:00
2021-06-11 14:59:00
2021-06-14 14:59:00
2021-06-17 09:36:00
2021-06-17 14:33:00
2021-06-21 10:32:00
2021-06-22 10:12:00
2021-06-24 11:42:00
2021-06-28 14:52:00
2021-06-30 09:46:00
2021-07-01 15:55:00
2021-07-02 11:35:00
2021-07-07 10:45:00
2021-07-09 13:18:00
2021-07-12 11:01:00
2021-07-13 09:31:00
2021-07-20 14:08:00
2021-07-21 10:00:00
2021-07-22 15:17:00
2021-07-23 09:39:00
2021-07-23 12:26:00
2021-07-26 10:18:00
2021-07-28 13:47:00
2021-07-29 09:30:00
2021-08-03 10:43:00
2021-08-05 14:56:00
2021-08-10 11:27:00
2021-08-12 10:33:00
2021-08-16 12:27:00
2021-08-19 10:44:00
2021-08-19 14:29:00
2021-08-20 11:04:00
2021-08-23 13:51:00
2021-08-25 12:33:00
2021-08-27 10:40:00
2021-08-30 11:00:00
2021-09-06 10:00:00
2021-09-15 10:24:00
2021-09-15 14:14:00
2021-09-16 14:08:00
2021-09-22 13:04:00
2021-09-23 10:39:00
2021-09-24 13:56:00
2021-09-29 09:49:00
2021-10-01 10:38:00
2021-10-05 11:09:00
2021-10-05 12:40:00
2021-10-06 12:30:00
2021-10-06 14:47:00
2021-10-07 11:00:00
2021-10-11 10:40:00
2021-10-12 11:01:00
2021-10-13 12:33:00
2021-10-13 13:09:00
2021-10-14 12:00:00
2021-10-15 10:00:00
2021-10-15 12:46:00
2021-10-18 09:40:00
2021-10-19 09:56:00
2021-10-20 11:04:00
2021-10-20 15:00:00
2021-10-21 14:01:00
2021-10-25 09:49:00
2021-10-26 10:00:00
2021-10-27 13:10:00
2021-10-28 10:35:00
2021-10-28 13:20:00
2021-10-29 09:50:00
2021-11-02 11:53:00
2021-11-02 14:47:00
2021-11-03 13:00:00
2021-11-04 14:59:00
2021-11-12 09:59:00
2021-11-12 14:32:00
2021-11-16 10:08:00
2021-11-18 11:24:00
2021-11-18 14:11:00
2021-11-24 10:30:00
2021-11-24 11:50:00
2021-11-24 14:09:00
2021-11-29 10:59:00
2021-12-02 10:16:00
2021-12-02 12:58:00
2021-12-02 14:40:00
2021-12-06 11:12:00
2021-12-06 13:02:00
2021-12-07 12:50:00
2021-12-07 15:08:00
2021-12-10 14:46:00
2021-12-15 13:05:00
2021-12-20 15:10:00
2021-12-21 10:41:00
2021-12-21 12:30:00
2021-12-22 14:39:00
2021-12-23 11:00:00
2021-12-27 11:00:00
2021-12-29 14:19:00
2021-12-31 13:06:00
2021-12-31 14:28:00
2022-01-04 09:30:00
2022-01-06 11:42:00
2022-01-11 10:42:00
2022-01-11 11:15:00
2022-01-11 12:18:00
2022-01-20 09:30:00
2022-01-21 09:51:00
2022-01-25 13:20:00
2022-01-26 13:00:00
2022-01-28 10:15:00
2022-01-28 13:00:00
2022-01-28 14:20:00
2022-01-31 10:00:00
2022-01-31 10:46:00
2022-01-31 13:06:00
2022-01-31 14:32:00
2022-02-01 10:13:00
2022-02-01 10:48:00
2022-02-01 12:44:00
2022-02-01 13:45:00
2022-02-02 13:34:00
2022-02-04 14:08:00
2022-02-07 09:32:00
2022-02-07 13:43:00
2022-02-07 14:11:00
2022-02-08 10:05:00
2022-02-08 14:34:00
2022-02-09 11:58:00
2022-02-09 14:30:00
2022-02-10 09:40:00
2022-02-15 09:50:00
2022-02-15 11:01:00
2022-02-15 14:05:00
2022-02-15 14:50:00
2022-02-16 14:04:00
2022-02-16 14:30:00
2022-02-24 12:46:00
2022-02-24 13:30:00
2022-02-25 12:31:00
2022-02-25 13:30:00
2022-02-25 14:24:00
2022-02-25 14:43:00
2022-03-02 11:34:00
2022-03-08 11:14:00
2022-03-09 10:33:00
2022-03-09 14:11:00
2022-03-15 13:50:00
2022-03-16 14:50:00
2022-03-17 11:07:00
2022-03-17 13:58:00
2022-03-17 14:40:00
2022-03-18 10:08:00
2022-03-18 10:36:00
2022-03-18 13:30:00
2022-03-22 12:02:00
2022-03-22 13:56:00
2022-03-24 09:45:00
2022-03-24 14:21:00
2022-03-25 14:59:00
2022-03-28 10:00:00
2022-03-28 13:44:00
2022-03-29 13:56:00
2022-04-04 11:30:00
2022-04-07 13:49:00
2022-04-08 11:28:00
2022-04-13 10:25:00
2022-04-18 12:40:00
2022-04-18 15:06:00
2022-04-19 12:52:00
2022-04-19 13:51:00
2022-04-20 09:52:00
2022-04-20 12:47:00
2022-04-25 13:18:00
2022-04-27 11:22:00
2022-04-28 11:43:00
2022-05-02 09:30:00
2022-05-03 09:32:00
2022-05-03 10:05:00
2022-05-03 12:17:00
2022-05-03 12:44:00
2022-05-04 11:55:00
2022-05-06 10:22:00
2022-05-06 12:04:00
2022-05-12 10:04:00
2022-05-13 10:06:00
2022-05-16 12:24:00
2022-05-17 13:08:00
2022-05-17 13:49:00
2022-05-17 14:01:00
2022-05-17 15:00:00
2022-05-19 10:40:00
2022-05-19 13:50:00
2022-05-19 14:00:00
2022-05-23 09:40:00
2022-05-23 10:01:00
2022-05-23 13:00:00
2022-05-23 13:32:00
2022-05-23 15:01:00
2022-05-24 14:35:00
2022-05-25 09:30:00
2022-05-25 13:27:00
2022-05-26 11:00:00
2022-05-26 13:21:00
2022-05-26 14:45:00
2022-05-27 10:12:00
2022-05-31 12:56:00
2022-06-02 10:10:00
2022-06-02 10:41:00
2022-06-02 12:30:00
2022-06-06 10:00:00
2022-06-07 09:32:00
2022-06-07 12:09:00
2022-06-08 09:36:00
2022-06-08 10:17:00
2022-06-15 13:00:00
2022-06-15 14:30:00
2022-06-17 12:12:00
2022-06-17 13:40:00
2022-06-20 09:30:00
2022-06-20 11:46:00
2022-06-21 11:55:00
2022-06-21 13:36:00
2022-06-21 14:00:00
2022-06-22 10:31:00
2022-06-22 12:23:00
2022-06-22 12:46:00
2022-06-23 09:40:00
2022-06-23 14:31:00
2022-06-24 10:00:00
2022-06-29 13:04:00
2022-06-29 14:29:00
2022-06-30 11:25:00
2022-06-30 12:41:00
2022-06-30 13:00:00
2022-07-01 13:24:00
2022-07-01 15:30:00
2022-07-04 10:06:00
2022-07-06 13:06:00
2022-07-06 13:30:00
2022-07-07 09:30:00
2022-07-07 14:06:00
2022-07-08 09:30:00
2022-07-08 13:35:00
2022-07-11 12:31:00
2022-07-12 12:01:00
2022-07-14 14:23:00
2022-07-14 14:57:00
2022-07-15 12:05:00
2022-07-19 11:30:00
2022-07-19 14:00:00
2022-07-20 09:33:00
2022-07-20 14:07:00
2022-07-20 14:43:00
2022-07-21 10:34:00
2022-07-27 12:32:00
2022-07-27 13:13:00
2022-07-28 10:02:00
2022-07-28 11:30:00
2022-07-28 13:30:00
2022-07-29 11:48:00
2022-08-01 11:00:00
2022-08-02 09:43:00
2022-08-02 11:19:00
2022-08-03 10:00:00
2022-08-03 14:00:00
2022-08-08 10:01:00
2022-08-10 09:35:00
2022-08-12 10:00:00
2022-08-12 15:30:00
2022-08-15 09:32:00
2022-08-15 10:31:00
2022-08-15 13:00:00
2022-08-16 10:12:00
2022-08-16 12:00:00
2022-08-18 10:25:00
2022-08-18 13:53:00
2022-08-24 10:00:00
2022-08-25 09:30:00
2022-08-25 14:25:00
2022-08-29 11:01:00
2022-09-01 13:23:00
2022-09-01 15:30:00
2022-09-02 09:30:00
2022-09-05 09:30:00
2022-09-07 09:30:00
2022-09-07 11:00:00
2022-09-07 11:38:00
2022-09-07 15:26:00
2022-09-08 09:36:00
2022-09-08 14:56:00
2022-09-09 10:30:00
2022-09-09 11:41:00
2022-09-12 10:29:00
2022-09-12 12:29:00
2022-09-12 14:59:00
2022-09-14 09:53:00
2022-09-14 11:50:00
2022-09-14 15:32:00
2022-09-16 14:04:00
2022-09-16 14:39:00
2022-09-19 09:35:00
2022-09-19 14:01:00
2022-09-21 11:31:00
2022-09-21 12:42:00
2022-09-21 13:43:00
2022-09-28 12:00:00
2022-09-28 14:28:00
2022-10-03 11:09:00
2022-10-03 12:08:00
2022-10-03 14:30:00
2022-10-04 11:30:00
2022-10-04 13:48:00
2022-10-04 14:37:00
2022-10-05 11:50:00
2022-10-05 12:05:00
2022-10-11 10:44:00
2022-10-13 10:20:00
2022-10-13 12:22:00
2022-10-13 13:58:00
2022-10-17 10:53:00
2022-10-17 11:33:00
2022-10-17 12:24:00
2022-10-17 13:42:00
2022-10-17 14:33:00
2022-10-17 15:05:00
2022-10-20 10:00:00
2022-10-21 10:58:00
2022-10-21 14:00:00
2022-10-24 10:53:00
2022-10-24 13:06:00
2022-10-25 12:00:00
2022-10-25 12:31:00
2022-10-25 13:04:00
2022-10-27 09:30:00
2022-10-28 11:00:00
2022-10-28 13:30:00
2022-10-31 10:51:00
2022-11-02 13:00:00
2022-11-07 10:28:00
2022-11-07 13:00:00
2022-11-07 15:30:00
2022-11-08 11:30:00
2022-11-10 12:47:00
2022-11-11 12:17:00
2022-11-14 10:00:00
2022-11-14 10:35:00
2022-11-14 11:26:00
2022-11-21 12:13:00
2022-11-21 14:53:00
2022-11-22 10:30:00
2022-11-22 15:30:00
2022-11-23 10:30:00
2022-11-23 13:02:00
2022-11-30 12:30:00
2022-12-02 14:03:00
2022-12-07 09:30:00
2022-12-08 12:29:00
2022-12-08 14:31:00
2022-12-08 15:27:00
2022-12-12 10:00:00
2022-12-12 13:00:00
2022-12-14 12:05:00
2022-12-20 11:11:00
2022-12-20 12:00:00
2022-12-20 12:30:00
2022-12-20 14:36:00
2022-12-21 11:59:00
2022-12-21 15:09:00
2022-12-23 09:32:00
2022-12-23 10:42:00
2022-12-23 11:03:00
2022-12-23 13:34:00
2022-12-29 11:30:00
2022-12-30 14:49:00
2023-01-04 10:13:00
2023-01-04 10:56:00
2023-01-04 11:30:00
2023-01-04 12:18:00
2023-01-04 13:00:00
2023-01-06 09:30:00
2023-01-06 11:32:00
2023-01-06 12:06:00
2023-01-09 11:00:00
2023-01-10 11:39:00
2023-01-11 09:30:00
2023-01-11 10:14:00
2023-01-11 13:45:00
2023-01-11 15:56:00
2023-01-12 11:29:00
2023-01-12 12:52:00
2023-01-13 09:30:00
2023-01-13 10:00:00
2023-01-13 11:16:00
2023-01-13 15:30:00
2023-01-16 09:34:00
2023-01-19 12:40:00
2023-01-19 13:23:00
2023-01-20 11:30:00
2023-01-20 15:30:00
2023-01-23 11:00:00
2023-01-23 11:37:00
2023-01-24 09:55:00
2023-01-24 11:11:00
2023-01-24 12:11:00
2023-01-24 14:55:00
2023-01-25 12:21:00
2023-01-25 15:09:00
2023-01-26 12:40:00
2023-01-27 10:35:00
2023-01-31 15:30:00
2023-02-01 10:33:00
2023-02-01 13:07:00
2023-02-01 13:37:00
2023-02-02 09:30:00
2023-02-02 10:30:00
2023-02-02 15:03:00
2023-02-03 10:30:00
2023-02-03 11:30:00
2023-02-06 10:06:00
2023-02-06 10:30:00
2023-02-06 13:03:00
2023-02-07 10:33:00
2023-02-07 11:47:00
2023-02-07 14:00:00
2023-02-07 14:30:00
2023-02-10 10:08:00
2023-02-10 12:14:00
2023-02-10 13:53:00
2023-02-13 12:30:00
2023-02-15 09:31:00
2023-02-15 10:05:00
2023-02-15 14:58:00
2023-02-17 09:36:00
2023-02-17 13:24:00
2023-02-22 11:19:00
2023-02-22 13:03:00
2023-02-23 14:28:00
2023-02-28 11:21:00
2023-03-02 10:00:00
2023-03-03 10:30:00
2023-03-03 13:00:00
2023-03-06 11:00:00
2023-03-08 09:30:00
2023-03-08 10:46:00
2023-03-08 14:45:00
2023-03-09 09:34:00
2023-03-10 10:34:00
2023-03-16 09:52:00
2023-03-16 11:46:00
2023-03-20 09:30:00
2023-03-20 12:06:00
2023-03-20 14:47:00
2023-03-21 13:57:00
2023-03-22 13:01:00
2023-03-24 13:34:00
2023-03-24 14:17:00
2023-03-29 10:53:00
2023-03-30 10:11:00
2023-03-30 15:21:00
2023-03-31 12:00:00
2023-03-31 15:30:00
2023-04-03 14:28:00
2023-04-06 10:47:00
2023-04-10 13:16:00
2023-04-13 10:30:00
2023-04-13 15:30:00
2023-04-17 14:20:00
2023-04-27 15:01:00
2023-05-01 11:39:00
2023-05-03 13:00:00
2023-05-05 12:50:00
2023-05-18 14:42:00
2023-05-25 13:00:00
2023-05-26 13:46:00
2023-06-01 09:47:00
2023-06-02 09:56:00
2023-06-15 12:53:00
2023-07-07 11:10:00
2023-07-11 10:59:00
2023-07-11 14:45:00
2023-07-13 13:16:00
2023-07-17 14:19:00
2023-07-25 10:43:00
2023-07-26 13:39:00
2023-07-28 10:20:00
2023-08-03 15:30:00
2023-08-07 14:56:00
2023-08-14 14:59:00
2023-08-18 14:46:00
2023-08-21 13:49:00
2023-08-23 15:20:00
2023-08-29 12:35:00
2023-09-14 10:10:00
2023-09-14 11:15:00
2023-09-18 10:42:00
2023-09-22 09:55:00
2023-10-04 10:48:00
2023-10-04 14:17:00
2023-10-06 10:28:00
2023-10-06 12:22:00
2023-10-09 11:07:00
2023-10-09 12:31:00
2023-10-19 11:02:00
2023-10-23 11:55:00
2023-10-24 15:01:00
2023-11-01 14:01:00
2023-11-10 10:14:00
2023-11-20 12:03:00
2023-12-13 13:01:00
2023-12-27 12:06:00
2024-01-08 14:40:00
2024-01-10 13:12:00
2024-01-18 13:24:00
2024-01-19 11:31:00
2024-01-23 14:12:00
2024-01-24 09:42:00
2024-01-26 09:49:00
2024-01-29 13:15:00
2024-02-01 11:04:00
2024-02-02 10:29:00
2024-02-02 13:15:00
2024-02-12 09:45:00
2024-02-14 14:26:00
2024-02-15 15:06:00
2024-02-21 14:51:00
2024-02-22 09:33:00
2024-02-22 10:34:00
2024-02-27 14:58:00
2024-02-29 14:48:00
2024-03-01 11:20:00
2024-03-04 13:40:00
2024-03-06 10:02:00
2024-03-12 13:32:00
2024-03-19 11:18:00
2024-03-19 14:57:00
2024-03-20 13:06:00
2024-03-27 14:39:00
2024-04-04 11:09:00
2024-04-05 10:38:00
2024-04-08 09:33:00
2024-04-11 12:04:00
2024-04-16 13:12:00
2024-04-18 09:45:00
2024-04-22 12:03:00
2024-04-23 12:43:00
2024-04-25 12:53:00
2024-04-25 14:18:00
2024-04-25 15:01:00
2024-04-26 10:03:00
2024-04-26 12:26:00
2024-05-01 13:26:00
2024-05-02 13:36:00
2024-05-02 15:30:00
2024-05-06 14:54:00
2024-05-07 12:24:00
2024-05-09 13:46:00
2024-05-14 13:32:00
2024-05-15 09:36:00
2024-05-15 14:54:00
2024-05-21 09:36:00
2024-05-21 14:14:00
2024-05-27 09:57:00
2024-05-31 14:50:00
2024-06-04 13:17:00
2024-06-05 09:35:00
2024-06-07 12:23:00
2024-06-10 12:48:00
2024-06-10 14:15:00
2024-06-11 13:29:00
2024-06-17 10:14:00
2024-06-18 12:45:00
2024-06-25 10:18:00
2024-06-25 13:28:00
2024-07-02 12:09:00
2024-07-03 10:21:00
2024-07-05 10:14:00
2024-07-09 12:03:00
2024-07-10 10:30:00
2024-07-10 14:39:00
2024-07-12 12:10:00
2024-07-15 09:30:00
2024-07-16 13:57:00
2024-07-22 12:32:00
2024-07-23 10:18:00
2024-07-25 10:12:00
2024-07-25 11:13:00
2024-07-26 10:58:00
2024-07-31 10:31:00
2024-07-31 13:32:00
2024-08-06 09:49:00
2024-08-06 11:15:00
2024-08-08 11:05:00
2024-08-08 12:20:00
2024-08-08 15:00:00
2024-08-09 12:15:00
2024-08-12 09:40:00
2024-08-13 09:50:00
2024-08-13 13:35:00
2024-08-14 10:32:00
2024-08-15 13:02:00
2024-08-16 11:57:00
2024-08-19 11:50:00
2024-08-27 09:59:00
2024-08-29 11:07:00
2024-08-30 14:50:00
2024-09-09 11:03:00
2024-09-10 14:28:00
2024-09-11 12:40:00
2024-09-12 11:57:00
2024-09-12 13:37:00
2024-09-13 10:45:00
2024-09-13 12:38:00
2024-09-16 14:53:00
2024-09-18 12:32:00
2024-09-19 11:30:00
2024-09-20 14:38:00
2024-09-24 14:59:00
2024-09-30 11:07:00
2024-09-30 14:45:00
2024-10-02 09:43:00
2024-10-02 15:42:00
2024-10-04 14:57:00
2024-10-08 13:37:00
2024-10-09 14:33:00
2024-10-11 14:09:00
2024-10-14 11:22:00
2024-10-16 11:31:00
2024-10-18 11:40:00
2024-10-22 12:34:00
2024-10-29 11:00:00
2024-10-29 13:41:00
2024-10-29 15:14:00
2024-11-05 10:32:00
2024-11-06 12:46:00
2024-11-06 13:32:00
2024-11-07 13:50:00
2024-11-08 11:35:00
2024-11-13 11:09:00
2024-11-18 09:32:00
2024-11-19 12:39:00
2024-11-21 11:43:00
2024-11-22 12:11:00
2024-11-26 10:30:00
2024-12-02 10:40:00
2024-12-03 15:14:00
2024-12-05 11:46:00
